"SampleID","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","MG1","MG2","MG3","MG4","MG5","MG6","MG7","MG8","MG9","MG10","MG11","MG12","MG13","MG14","MG15","MG16","MG17","MG18","MG19","MG20","MG21","MG22","MG23","MG24","MG25","MG26","MG27","MG28","MG29","MG30","MG31","MG32","MG33","MG34","MG35","MG36","MG37","MG38","MG39","MG40","MG41","MG42","MG43","MG44","MG45","MG46","MG47","MG48","MG49","MG50","MG51","MG52","MG53","MG54","MG55","MG56","MG57","MG58","MG59","MG60","MG61","MG62","MG63","MG64","MG65","MG66","MG67","MG68","MG69","MG70","MG71","MG72","MG73","MG74","MG75","MG76","MG77","MG78","MG79","MG80","MG81","MG82","MG83","MG84","MG85"
3031714,58727,75850,65654,64689,42279,38851,51214,83669,70934,63177,68951,43690,74585,81580,37692,43344,73976,47866,41898,66615,64923,37863,52524,82214,72170,76970,41481,37657,80063,71195,68195,72475,63956,78955,68093,73698,53847,67719,74744,54015,59086,40983,46771,53590,70297,45462,43429,48009,65087,86612,39777,75043,72789,43689,56320,57837,75362,80689,43678,50214,46778,53023,41008,39748,45153,82755,82483,72230,44401,74725,49671,49919,57185,66463,50567,49762,83188,79837,78149,62609,60807,73825,76500,43179,74533,42576,52119,66149,55941,70733,53354,59959,56029,58785,69942
1161,57630,74662,64871,64065,41699,38574,50298,82872,70153,63341,68264,43150,73896,81605,37736,43124,73730,47575,41803,65660,63533,37158,52076,80829,71310,76428,41026,37164,78945,70175,68061,72123,63187,78031,67875,72855,53962,67251,74186,53522,58448,40705,46384,53047,69805,44981,42645,47510,64934,85210,39509,74613,71895,42904,55723,57416,75278,79902,43131,49943,46250,52606,40521,39601,44556,82615,82048,71937,43981,73112,49080,48876,56379,66047,50958,49207,83080,78513,77013,62382,60197,73404,75944,42935,74124,42425,52344,65296,55612,69763,52903,59415,55391,57779,69152
742030,57263,74070,64280,63159,41319,38050,49758,82131,69401,62630,67823,42928,73380,80520,37213,42397,72299,46864,41177,64959,63191,36667,51309,80506,70346,75984,40524,36897,78717,69181,67081,71245,62485,76532,66897,72112,52937,66712,73426,52881,57791,40155,45995,52628,68596,44625,42609,47462,63988,84143,39021,73750,71119,42681,55615,57030,73755,78651,42675,49017,45742,51832,40310,38694,44556,80836,80939,71082,43456,72623,48525,49106,55109,64863,49702,49046,82775,78127,76251,62288,59959,71867,75192,42173,73457,41854,51627,64618,54766,69555,52374,58882,54953,57772,68682
1779134,55522,71314,61564,61607,40096,36814,48022,79214,66918,59926,65448,41394,70251,77006,35484,41006,70082,45943,39678,62938,61146,35820,49598,76982,68005,73189,39341,35279,76336,67320,65198,68925,60248,74433,64219,70289,51399,64447,70704,50995,56034,38640,44630,50959,66260,42937,40604,45576,61655,81263,37742,70914,68822,41411,53645,54972,71560,76182,41159,47366,44506,50133,38364,37505,43001,78959,77581,68325,42020,70290,47244,47164,53470,62904,48157,47450,78726,74899,73470,59859,57302,69579,72093,40891,70426,40681,49838,62941,53310,66414,49999,56641,52648,55395,66103
84996,51195,65253,55941,56212,36675,33488,44072,72059,61462,54674,59461,37856,64559,70657,32932,37400,64236,41895,36204,57380,55704,32346,45410,70451,61942,66751,35748,32231,69341,60978,59134,63491,55392,68628,58578,63864,46767,58730,64579,46572,50983,35492,40235,46594,60893,39553,37102,41766,56144,75052,34596,64870,62839,37220,49282,50290,65257,69354,37400,43370,40350,45681,35296,34346,39015,71847,70795,63181,38663,64498,42837,42654,49276,57400,43943,43332,72223,68642,66976,54939,53163,64255,66281,37407,64189,36986,45248,57104,48180,61218,46214,51651,48638,50732,60170
1663425,48007,62237,53539,53255,34937,31858,41849,68185,58142,52310,56813,36073,61441,67145,31259,35972,61175,39645,33887,54514,52858,30867,43305,67250,58984,63408,33963,30476,66126,58203,56488,60164,52586,64544,55628,61014,44761,55736,61217,44235,48595,33529,38494,44116,57666,37456,35755,39312,53773,70332,32525,61823,59301,35794,46797,47842,62289,66319,35705,41709,38410,43700,33662,32520,37396,68191,67259,59369,36691,61233,40411,41304,46177,54734,41708,41002,68455,64881,63918,51838,50165,60803,62908,35495,61128,34702,43224,53964,46089,58290,43175,49436,46331,48714,57149
85001,40703,52690,45538,44965,29616,27383,35481,58180,49186,44158,47872,30652,51784,56754,26392,30249,51459,33486,28844,46320,44731,26068,36359,57346,49872,53599,28940,26196,56115,49908,48166,50900,44335,54811,47639,51539,37894,47273,52199,37817,41347,28678,32694,37644,49070,31873,29937,33340,45774,59778,27595,52379,50678,30623,39474,40385,52712,56153,30290,35057,32799,36637,29208,27415,31704,57814,57481,50519,30856,52077,34710,34678,39553,46476,35548,34907,58307,55176,53504,43868,42810,51186,53477,30210,52089,29928,36812,45730,39134,49124,36987,41943,39026,41105,48631
2039638,39231,50896,43811,43464,28306,26111,34503,56089,47308,42674,46171,29441,50079,54982,25532,29509,49537,32228,28246,44817,43566,25249,35460,54952,48615,51667,27631,25309,53866,47926,46416,48851,43094,52506,45619,49537,36547,45911,50397,36122,39775,27532,31324,36151,47007,30413,28747,32177,43981,57751,27113,50720,48811,29472,37994,38966,50873,54020,29196,33400,31593,35991,27759,26482,30359,55634,55765,48194,30000,49884,33155,33745,37847,44381,34211,33460,56022,53237,52049,42638,40915,49401,51409,29176,50016,28825,35166,44350,38010,46966,35881,40292,37683,39230,46748
622452,38429,49659,42569,41789,27700,25377,33500,55122,46864,41929,45290,28690,49173,53872,24622,28515,48653,31489,27252,43846,42235,24521,34678,53794,47014,50742,26954,24847,52708,46595,45318,47804,42077,51442,44271,47940,35308,44417,49424,35258,38590,26671,30638,35400,46772,29634,28293,31370,42988,56699,26256,49100,47729,28664,37046,37964,49785,52701,28462,32877,30586,34921,26896,25732,29658,54559,53982,47689,28801,48747,32369,32334,37388,43496,33154,32761,54873,51953,50886,41770,40395,48452,50217,28395,49091,28590,34578,43215,36906,46450,35183,39530,36709,38461,45949
2497644,35105,45389,39025,38884,25463,23444,30598,50278,42660,37879,41367,26078,44638,49070,22914,26110,44559,29029,25132,39905,38925,22779,31656,48966,43179,46463,24579,22545,48458,42780,41019,44096,38777,47207,41133,44226,32856,40568,44554,32377,35562,24751,28205,32152,42437,27482,25716,28921,39005,51772,24062,45391,43847,26146,34095,35016,45489,48790,25744,30188,28134,32122,24698,23681,27519,49851,49114,43602,26703,44409,29680,30010,33961,39742,30212,29923,50357,48044,46297,38132,36464,44470,46324,26168,44603,25842,31263,39715,33756,42622,32029,35943,33476,35363,41575
1643946,35220,45505,39253,38749,25311,23316,30662,49937,42362,38027,41648,26213,45017,48902,22487,26054,44767,28982,25132,40447,38785,22278,31681,49053,43552,46224,24856,22694,47921,42824,41410,43661,38655,47482,41113,44152,32677,40654,44964,32432,35617,24252,28088,32256,42173,27539,26151,28488,38978,51492,24063,45444,43528,26333,34209,34676,45183,48384,26237,30342,27952,31657,24795,23738,27191,49810,49407,43564,26720,44706,29999,30021,34083,40413,30270,29879,49967,47884,46793,38411,36801,44121,46333,25911,45360,25656,31210,39726,33471,42313,31988,36120,33701,35483,41967
3031460,29417,38042,32868,32614,21051,19271,25682,42186,35510,32234,34414,21967,37406,41436,19043,21861,37614,24210,21105,33385,32208,18748,26503,40963,36515,38571,20778,18893,40368,35535,34718,36770,32243,39571,34295,37080,27280,34115,37861,27195,29856,20691,23735,27142,35654,23190,21773,24353,32848,43616,20013,37870,36427,22059,28163,29247,38083,40095,22032,25089,23447,26536,20428,19831,22898,41706,41103,36402,22443,37253,24886,25003,28863,33993,25540,25027,41986,39970,39213,31734,30796,37151,38305,21634,37204,21430,26426,33355,28476,35658,26410,30225,28147,29671,35121
1769716,25319,32533,28147,28016,18266,16673,22276,36246,30820,26961,29569,18767,32031,35362,16405,18805,32388,20851,18070,28831,28095,16046,22529,35221,31053,33455,17804,16199,34762,30770,29622,31392,27746,34274,29256,31918,23711,29590,32343,23403,25510,17427,19994,22993,30561,19601,18458,20531,28354,37174,17629,32364,31286,18722,24325,25194,32569,34926,19111,21618,20194,22866,17840,17251,19493,35943,35740,30941,19508,32233,21244,21647,25114,28752,21860,21434,36264,34181,33516,27514,26179,31769,32985,18585,32341,18578,22884,28343,24239,30750,22947,25891,24492,25146,30144
485256,24237,31353,26965,26750,17471,16095,20929,34591,29843,26399,28601,17886,30600,33595,15951,18046,30502,19943,16912,27391,26728,15453,21689,33671,30168,31749,16786,15633,32983,29451,28435,30166,26342,32597,28252,30519,22573,28094,31013,22321,24592,16984,19504,22313,29516,18774,17765,19710,27019,35726,16190,30971,30330,17922,23693,23779,31144,33244,17889,20695,19255,22101,16820,16238,18837,34133,34237,29999,18384,30600,20291,20766,23477,27403,20653,20778,34142,33245,32169,26238,25276,30567,31630,17777,30839,17607,21572,27100,22955,28897,21625,24713,23111,24531,28753
2024973,17853,23141,20002,19589,12922,11714,15504,25662,21625,19335,21181,13397,22859,25139,11611,13176,22697,14579,12780,20106,19751,11414,16127,24868,22245,23378,12676,11464,24378,21761,20937,22356,19611,23982,20822,22545,16621,20492,22607,16487,18089,12474,14377,16447,21322,13812,13267,14613,19849,26271,12218,23113,21988,13418,17423,17782,23162,24771,13404,15340,14280,16305,12455,12109,14117,25255,25131,22120,13815,22679,15226,15174,17095,20233,15401,15310,25436,24412,23613,19243,18526,22530,23269,13156,22684,13084,16061,20106,17081,21198,16353,18127,17293,17989,21272
9443,14657,18717,16296,16212,10699,9607,12845,20935,17713,16093,17484,11053,18851,20551,9341,10989,18543,12061,10627,16619,16295,9382,13206,20571,18180,19184,10467,9254,20166,17783,17104,18294,15949,19587,17069,18542,13759,17066,18899,13517,14724,10202,11800,13398,17805,11290,10642,12128,16248,21571,9986,18644,18032,11014,14150,14530,18989,20022,10686,12459,11527,13348,10325,10005,11307,20849,20593,18229,11174,18442,12470,12578,14189,16461,12709,12710,21114,19578,19574,15936,15376,18550,18927,10755,18926,10698,13287,16724,14222,17598,13433,14972,14185,14789,17570
