"SampleID","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","MG1","MG2","MG3","MG4","MG5","MG6","MG7","MG8","MG9","MG10","MG11","MG12","MG13","MG14","MG15","MG16","MG17","MG18","MG19","MG20","MG21","MG22","MG23","MG24","MG25","MG26","MG27","MG28","MG29","MG30","MG31","MG32","MG33","MG34","MG35","MG36","MG37","MG38","MG39","MG40","MG41","MG42","MG43","MG44","MG45","MG46","MG47","MG48","MG49","MG50","MG51","MG52","MG53","MG54","MG55","MG56","MG57","MG58","MG59","MG60","MG61","MG62","MG63","MG64","MG65","MG66","MG67","MG68","MG69","MG70","MG71","MG72","MG73","MG74","MG75","MG76","MG77","MG78","MG79","MG80","MG81","MG82","MG83","MG84","MG85"
2044,43271,78187,39352,86271,72731,51781,60326,37191,41845,38919,74862,48181,52205,67660,41120,77685,64837,72251,72886,79867,82537,83143,73978,52405,70636,55686,44400,60943,49213,53770,47572,78397,43539,39936,53891,85548,81795,52317,59782,62487,36460,72280,37933,53983,81744,69814,42243,45355,74233,75166,48867,57253,62353,59051,36347,72024,78450,59078,85544,55202,50158,42709,71461,80843,78579,48923,41092,64470,84826,48415,56681,79563,78452,88336,71921,46959,56780,72307,71903,55644,65710,51437,44651,54162,88216,43596,76222,65736,78766,86791,70418,50452,44857,40127,42402
2847307,42955,78343,39503,86204,72138,51228,60406,36948,41821,38888,75146,46978,52327,67023,40625,78084,63963,71810,72381,79624,82270,83374,73596,52546,70527,55497,43874,60787,48509,53514,47339,78468,43031,39747,53882,86081,80957,52350,59228,62373,36094,71774,37582,54313,81923,69746,41936,45528,74295,75275,48780,57158,62413,58478,36012,71921,79117,58129,84750,54460,50062,42127,71383,81350,78492,48741,41191,64578,84416,48171,56718,79590,78422,88391,71586,47019,56286,72257,72265,55482,65949,51503,44610,54191,88065,43976,75176,65659,78241,85826,70268,49863,45468,39031,42318
872,39645,71728,36360,79604,66629,47474,55952,34377,38742,36148,68975,43808,48242,61990,37460,72034,59304,66085,66951,73581,76413,76808,68072,48600,64793,51498,40595,55734,45069,49608,44496,72320,39699,36361,49472,79564,75121,48243,55218,57574,33248,66355,34831,50031,75859,64531,39098,41814,68448,68953,45146,52715,57496,54286,33564,66305,73024,53954,78425,50437,46124,39174,66647,74958,72487,45205,37659,60052,78434,44600,52339,73147,72260,81626,65765,43583,52166,66952,66602,51191,61293,47459,41298,49742,80792,40738,69342,60486,72458,80000,65344,46079,41433,36777,39367
44,39509,72383,36740,79583,66815,47505,55981,34230,38442,35728,69626,43979,48308,61959,37001,71569,59532,66340,66842,73018,76183,76810,68125,48377,65066,50883,40839,56248,45289,49409,43611,72374,39757,36827,50123,79014,74622,48446,54795,57630,33106,66496,34887,50221,75469,64663,38541,41993,68616,69150,45122,52528,57276,54034,33740,66297,72728,53525,78766,50466,46506,39172,66459,74949,72180,45240,37573,59551,78216,44612,52170,73304,72376,81608,66154,43147,52513,66503,66425,51262,60720,47381,41181,50119,81010,40470,69821,61204,72863,79685,64738,45788,41724,36561,38894
816,39587,71837,36058,79487,66430,46917,55616,34107,38544,35853,69673,43761,47880,61483,37502,71373,59154,65750,67101,73439,75612,76334,67719,48298,64977,51115,40060,55669,45221,49522,43987,71702,39626,36251,49516,78717,75111,47934,54530,57839,33182,66015,34588,50128,75138,63942,38492,41763,67870,69026,44868,52622,57113,54313,33520,66352,72452,54209,78022,50246,46101,39111,65958,74233,71704,44826,37539,59123,78129,44455,51843,72831,71797,81207,66081,42910,51946,66244,66389,51161,60909,46818,41150,49949,80814,40179,69495,60356,72589,79498,64885,45810,41133,36559,39002
881616,38175,68889,35025,76090,63826,45290,53596,32789,36815,34201,66465,42058,46068,59114,35691,69021,56909,63442,64049,70062,72721,72727,64869,46653,62150,48464,38654,53656,43068,47190,41925,68661,38160,34933,47362,76011,72123,46300,52515,55551,31775,63389,33171,47343,72422,61445,37104,40093,65968,66114,43113,50253,54331,51698,31773,63395,68902,51974,74535,48092,44085,37662,63602,71956,69063,42846,35803,57071,75269,42199,49370,69974,69269,77882,63498,41495,49470,64311,63127,48847,57936,45088,39891,48051,77504,38329,67102,57988,69843,75854,62164,44041,39825,34786,37596
2304691,36295,66194,33690,72559,61442,43236,51185,31431,35243,32770,63645,40105,43755,56562,34437,65756,54439,60634,61037,66924,69541,70167,61609,44479,59337,46697,37304,50943,41109,45118,39820,65910,36654,33188,45562,72374,67874,44256,50286,52900,30281,60721,31749,45996,69228,58828,35153,38470,62521,63106,41278,47920,52288,49744,30350,60502,66700,48975,71733,46270,42225,35694,60123,68411,66713,41146,34348,54362,71513,40493,47349,66845,66095,74077,60532,39647,47591,60848,60735,46633,55612,42986,37590,45287,74447,36783,63797,55225,66401,72686,58968,42139,38155,33316,35833
1298,31721,57957,29397,63807,53236,37443,44664,27666,31104,28470,55412,35308,38824,49261,30240,57486,47269,52944,53061,58969,60805,61188,54041,39098,51943,40518,32360,44701,35951,39150,35239,57404,31875,29131,40047,63553,60080,38766,43839,46104,26465,53024,27928,40397,60205,51246,30933,33484,54335,55813,36031,41173,45593,43386,26912,52991,57854,43235,62437,40619,37125,31482,53040,60497,57804,35650,29883,47205,62538,35339,41595,58214,57592,64600,52756,34668,41770,52772,53049,40492,48844,37589,32806,39922,64394,32038,55561,48378,58169,63734,51762,37147,33172,29157,31350
1676142,31610,57043,28977,62804,52830,37496,44144,27032,30951,28440,54918,34726,38478,49178,29660,56517,47245,52441,52874,58440,60231,60150,53457,38228,51166,40375,31998,44295,35327,39116,34718,57171,31458,28931,39132,62713,59442,38258,43729,45778,26214,52827,27577,39537,59447,51345,30618,33258,54673,54619,35860,41665,45451,43192,26512,53110,57485,43005,62185,39372,36475,30981,52590,59170,57403,35713,29549,46923,62157,34885,41255,57869,57352,64635,52592,34298,41225,53037,52750,40479,48334,37525,32677,39462,64493,31768,55612,48119,57389,62558,51274,36805,32886,28782,31129
773,28936,52575,26725,58251,48680,34678,41143,25136,28470,26156,51211,32632,35149,45213,27324,52555,43624,48541,48725,54051,55856,55880,49876,35353,47585,37550,29956,41314,32827,36474,32085,53155,29525,26574,36563,57781,55214,35401,40671,42199,24227,48575,25707,36488,55423,47170,28354,30753,50218,50261,32838,38170,42056,39829,24542,48250,53285,39741,57153,37217,33762,28250,48750,55035,53226,32801,27700,43468,56987,32469,38283,53625,53292,59270,48641,31683,38162,49154,48802,37347,44672,34507,30497,36690,59531,29568,51149,44317,53302,58393,48017,33827,30428,26629,28830
543311,28208,51187,26025,56035,47241,33245,39896,24362,27254,25443,49092,31339,33675,43669,26446,50680,42140,46562,47398,51594,53610,53965,48059,33970,45824,35863,28462,39312,31998,34712,31031,50699,28084,25849,34918,55701,52621,34001,38651,41146,23371,47031,24462,35347,53719,45433,27345,29624,48505,49050,31783,37030,40564,37864,23610,46706,51185,37956,55667,35471,32752,27276,46713,52801,50894,31867,26361,42003,55208,31315,37284,51572,51253,57061,46616,30380,36752,47000,46868,36092,43022,33270,29029,35320,57676,28161,49146,42880,51161,56190,45581,32457,29161,25802,27801
2019,25942,46807,23879,51971,43803,30850,36504,22282,25042,23266,45543,28692,31230,40257,24686,46549,39080,43212,43350,48100,49742,49534,44543,31234,42268,33588,26379,36567,29529,32368,28867,47000,26151,23490,32707,51591,49002,31384,35760,37490,21745,43438,22402,32724,49469,42057,25251,27238,44486,45433,29115,33966,37377,35150,21990,43268,47068,34862,51137,32852,29935,25521,43189,49090,47163,29221,24679,38940,50899,28949,33954,47695,46890,53431,43422,28309,33968,43620,43308,33342,39601,30802,26820,32533,53072,26223,45419,39381,47790,51875,42565,30058,27040,23810,25438
896,24827,44795,22639,49282,41622,29212,34751,21495,24087,22383,43126,27309,29833,38497,23382,44497,36847,41452,41488,45373,47549,47471,42005,30201,40628,31931,24947,34379,27897,30711,27167,44948,24557,22570,30993,48987,46756,30055,34131,35780,20554,41571,21709,31186,46812,39902,24104,26065,42136,43292,28378,33157,35543,33649,20894,41550,45068,33666,48645,31054,28647,24234,41273,46354,45262,27947,23316,36959,48391,27739,32501,45603,44867,50155,41176,26951,32154,41520,41143,31766,38190,29280,25385,31416,50917,25208,43188,37536,45144,49679,40434,28789,25414,22571,24257
2894574,23725,42678,21409,47204,39658,27876,32787,20177,22553,21355,41155,25756,28382,36551,22161,42198,34953,38906,39592,42928,45186,45068,39933,28215,38357,30049,23924,32886,26611,29092,25785,42785,23676,21367,29261,46390,44264,28316,32028,34046,19566,39760,20592,29355,44596,38343,23058,24894,40510,41301,26564,30841,33902,31731,19841,39072,42927,31982,46247,29593,27111,23105,38899,44078,42350,26391,21910,34932,46549,26074,30812,43244,43043,47746,39237,25605,30744,39548,39251,30061,35938,27609,24276,29519,47561,23884,40933,35910,42671,46615,37974,27587,24602,21780,23178
1395974,23296,41622,21100,46260,38740,27640,32230,19857,22466,20833,40719,25642,27901,35884,21754,41491,34408,38557,38667,42840,44270,44430,39547,28562,38202,30003,23634,32318,26436,28833,25501,41923,23087,21215,28875,45787,43410,27949,31952,33524,19467,38337,20244,28966,44026,36892,22208,24443,39902,40323,26106,30150,33383,31252,19477,38946,42654,31506,45750,29195,26754,22796,38350,43579,42109,26065,21644,34383,45309,25944,30449,42418,41804,47195,38461,25118,30291,38845,38743,29658,35414,27493,23906,28927,47353,23396,40422,35313,42225,46631,37469,27083,24107,21065,22647
441,20663,37341,18928,41090,34710,24693,28997,17628,20153,18557,36062,22992,24716,32442,19350,37290,31013,34030,34865,38322,39435,39450,35305,25273,33755,26522,21298,29021,23503,25793,23073,37420,20677,18773,25789,40787,38970,25188,28592,29845,17161,34544,18169,25896,39154,33355,20131,21978,35624,35965,23522,27491,30071,28356,17355,34409,37838,27769,40370,26199,23885,20471,34473,38807,37416,23385,19500,31289,40781,23021,26967,37767,37704,42139,34246,22521,27407,34391,34633,26308,31490,24467,21535,25879,42362,21116,36080,31700,37793,41393,33889,24149,21611,18904,20277
2892397,19551,35487,17807,38956,33020,23178,27996,16715,19000,17519,34387,22078,23883,30466,18487,35342,29076,32863,32974,36347,37427,37809,33488,24048,32426,25301,19942,27445,22320,24380,21784,35689,19701,18022,24572,39100,37093,23556,27108,28661,16276,33026,17272,24627,37430,31776,19099,20732,33735,34358,22036,26009,28423,26763,16626,32832,36054,26704,38346,24871,22555,19030,32499,37184,35927,22298,18774,29145,38266,21865,25981,36054,35743,39673,32464,21277,25705,32953,32852,25241,30196,23554,20473,24646,39560,20130,34552,29943,35960,39193,31673,22766,20464,17802,19425
261963,19698,35194,17754,38696,32675,23136,27315,16828,19094,17583,34195,21658,23680,30400,18511,35147,29550,32367,32661,36150,37471,37593,33322,23644,31964,24933,20038,27237,22290,24185,21521,35379,19434,17708,24102,38974,36736,23567,27101,28137,16170,32815,17047,24359,36938,31833,18969,20607,33248,33366,22141,25686,27974,26411,16335,32623,35362,26384,38192,24414,22637,19005,32252,36704,35248,22103,18321,29098,38212,21660,25442,35733,35376,39344,32127,21100,25403,32784,32522,25347,29948,23274,19898,24375,39465,19791,34247,29461,35555,39035,31741,22453,20261,18095,19188
60919,17895,32395,16422,35870,29618,20993,25186,15395,17416,15977,31075,19742,21613,27597,17127,32756,26813,29426,30054,32646,34364,34464,30672,21527,29222,23001,18346,25109,20295,22352,19920,32468,17795,16277,22237,35346,33416,21727,24516,25925,14805,29615,15761,22551,33536,28783,17502,18678,30978,31211,20401,23487,26138,24714,15000,29617,32852,24242,35245,22624,20675,17645,29898,33620,32467,20354,16744,26621,35000,19841,23444,32882,32568,36174,29731,19366,23396,30029,29804,22882,27377,21043,18596,22276,36592,17959,31483,27459,32701,35564,29203,20541,18619,16225,17423
2755140,17919,31646,15996,35366,29316,21268,24605,15138,17144,15900,31077,19549,21289,27364,16338,31836,26579,29428,29323,32476,33872,34149,30137,21295,28834,22444,18020,24637,20005,21816,19272,32001,17510,16214,22112,34978,33395,21331,24110,25801,14825,29498,15527,22110,33657,28858,17264,18368,30356,30804,19938,23336,25604,24115,14829,29543,32283,24036,34889,22319,20321,17414,29288,33309,32154,19739,16897,26427,34618,19692,23142,32716,32014,36226,29171,19299,23093,29581,29346,22852,27090,20831,18190,22036,35735,17733,30626,26656,31757,35392,28705,20665,18090,16176,17246
748770,17006,31158,15537,34261,28375,20166,24053,14673,16471,15411,30289,19087,20923,26716,16017,30676,25164,28463,28738,31687,32634,32742,29162,20794,27639,21900,17340,24006,19229,21370,18886,31108,17271,15444,21558,33798,31916,20772,23131,25029,14345,28532,14885,21490,32750,27684,16475,18068,29764,29739,19469,22609,24592,23151,14352,28250,31188,23400,33726,21533,19942,16698,28262,32354,30953,19079,16291,25541,33448,19068,22050,31513,30879,34665,28363,18482,22275,28619,28732,21898,26199,20513,17885,21336,34836,17437,29708,26194,31205,34116,27892,19672,17837,15794,16876
1658781,15630,28432,14674,31668,26537,18769,22318,13460,15218,14424,27570,17505,19088,24406,14835,28322,23802,26199,26292,28860,30316,30018,26713,19230,25629,20425,16215,22059,17952,19669,17543,28352,15829,14632,19644,31242,29905,19442,21740,22987,13153,26396,13897,19684,29884,25318,15252,16634,27185,27486,17878,20918,22736,21407,13233,26367,28921,21449,30802,19664,18359,15539,26362,29787,28709,18099,14983,23549,30972,17577,20524,29102,28736,32005,26001,16970,20383,26606,26471,20432,24228,18610,16423,20004,32273,16023,27764,23988,28772,31732,25645,18410,16441,14580,15545
1649479,14535,26308,13415,29336,24209,17644,20709,12578,14009,13236,25263,16349,17344,22415,13960,26340,21974,24186,24581,26959,27785,28139,25021,17811,23895,18779,14957,20555,16207,18465,16124,26570,14646,13372,18335,29026,27574,17685,20274,21168,12106,23991,12757,18238,28019,23559,14098,15457,25341,25373,16467,19338,21158,19893,12353,24311,26716,19786,28912,18324,17108,14286,24560,27524,26601,16615,13645,21783,28377,16504,19022,26847,26580,29812,24371,15931,19207,24646,24349,19004,22162,17474,15265,18359,30023,14854,25308,22103,26806,29160,23717,16926,15163,13194,14348
252306,14366,26149,12956,29008,24156,17304,20318,12379,14024,13179,25260,16177,17362,22748,13658,26225,21638,24021,24563,26633,27462,28158,24593,17693,23597,18633,14711,20374,16386,17922,15899,25877,14403,13031,18127,28765,27060,17395,20063,21039,12202,24081,12715,18093,27310,23563,14103,15217,24943,25208,16477,18985,20896,19786,12120,24119,26397,19696,28595,18287,16922,13961,24122,26936,26311,16396,13530,21748,28100,16304,19204,26599,26251,29435,24211,15865,18902,24273,23834,18606,22103,17124,14927,18121,29481,14800,25514,22067,26594,29031,23372,17010,15154,13382,14246
42255,14463,25720,12872,28921,24301,17162,20232,12334,14108,12997,25224,15726,17475,22590,13669,26080,21324,24021,24265,26597,27252,27457,24561,17344,23484,18426,14616,20305,16359,18105,16007,26224,14554,13182,17913,28644,27049,17352,19674,20889,12168,23855,12730,18211,27280,23186,14201,15271,24960,24865,16036,19263,20701,19352,12143,23987,26259,19568,28375,18110,16954,14041,23829,27097,26082,16337,13633,21714,28443,15945,18827,26396,26140,29441,24057,15790,18549,23856,23843,18673,22040,17042,14878,18112,29348,14358,25152,22047,26160,28719,23391,16762,15228,13211,14257
74385,14394,26029,12984,28776,23900,17000,20157,12302,14104,12958,25119,15702,17465,22408,13436,25673,21496,23713,24098,26160,27436,27675,24408,17227,23283,18482,14744,20181,16263,17773,16008,25746,14257,13173,17971,28331,27357,17255,19521,20758,11966,24224,12495,18006,27550,23213,13965,15045,24585,25010,16107,18861,20628,19487,11988,23781,26134,19539,28086,17888,16689,14086,23442,27064,25717,16122,13581,21344,28071,15915,18735,26244,26061,29086,23531,15579,18635,23838,24276,18476,21646,17275,15128,17933,28884,14275,25026,22081,26162,28657,23655,16559,15087,13109,14090
1747770,14158,25628,13111,28590,23858,16948,19860,12185,13828,12845,24519,15705,17292,22108,13368,25598,21188,23584,24008,26018,27234,27287,24062,17085,22917,18555,14302,19857,15994,17645,15757,25309,14357,13076,17673,28111,26731,17300,19375,20787,11742,23622,12323,17952,26860,23025,13938,15114,24076,24994,15768,18749,20130,19165,12034,23700,25908,19280,27933,18136,16623,13703,23620,26537,26110,15977,13594,21118,28078,15848,18476,25971,25591,28972,23564,15359,18448,23860,23925,18157,21813,16825,14816,17873,28903,14433,24406,21759,25868,28211,22854,16307,14839,12858,14061
1802983,13318,24087,12191,26537,22280,15856,18410,11289,12898,11936,23125,14560,16034,20829,12596,23595,20049,22041,22361,24376,25347,25652,23024,16286,21763,17247,13702,18669,15124,16473,14564,24240,13222,12120,16571,26306,24793,16047,18301,19287,11232,21978,11562,16712,25157,21639,12820,14093,23045,22966,15084,17501,19176,17872,11128,22224,24170,17894,26376,16922,15492,12986,22225,24805,24440,15142,12535,19837,25952,15050,17645,24509,24102,27094,21777,14414,17244,22142,22273,17057,20150,15643,14025,16561,27091,13495,23338,20293,24499,26332,21883,15483,13763,12354,13105
1763827,12994,23432,12068,26084,21828,15436,18573,11318,12810,11633,22790,14329,15679,20391,12244,23274,19489,21585,21876,24084,25270,25028,22333,15711,21593,16870,13423,18523,14592,16248,14475,23744,12998,12130,16318,26280,24791,15877,18074,18966,10864,21979,11535,16696,24878,21344,12822,13649,22648,22698,14867,17348,18880,17754,10872,21752,23847,17708,25848,16364,15090,12829,21534,24593,23897,14854,12293,19714,25728,14520,17160,24107,23580,26357,21596,14181,17098,21701,21989,16762,20164,15308,13581,16529,26492,13299,22801,19838,24064,26143,21344,15208,13624,11995,12693
204286,11063,20348,10293,22745,19111,13264,15909,9811,10914,10139,19759,12387,13610,17605,10457,20344,16617,18690,18807,20404,21453,21592,19119,13860,18309,14517,11528,15703,12926,13770,12374,20228,11318,10622,14309,22431,21410,13741,15626,16292,9336,18555,9853,14042,21086,18152,11096,11926,19649,19683,12707,14789,16068,15420,9318,18791,20482,15309,21986,14142,12981,11175,18833,21293,20744,12606,10674,16849,22169,12709,14917,20588,20540,22785,18734,12089,14670,19019,18818,14254,17349,13417,11550,13917,22917,11394,19872,17237,20515,22493,18395,12927,11674,10275,10972
349742,9249,16817,8534,18664,15661,10910,13136,8064,9122,8439,16251,10192,11381,14663,8752,16836,13934,15515,15821,17074,18060,17789,15948,11193,15379,12087,9416,13369,10516,11748,10431,16811,9319,8335,11592,18478,17594,11292,12849,13566,7830,15815,8130,11745,17860,15143,9015,9852,15967,16135,10493,12410,13648,12633,7932,15736,16997,12606,18404,11752,10953,9273,15263,17740,16932,10728,8865,13891,18236,10364,12212,17040,16945,19215,15694,10184,12143,15640,15787,11827,14338,11239,9627,11792,19264,9472,16467,14389,17045,18632,15212,10780,9651,8393,9197
2792240,8572,15155,7779,16988,14207,10049,12130,7341,8249,7723,14763,9279,10125,13056,7908,15324,12641,13827,14139,15756,16110,16358,14484,10364,13714,10942,8547,11717,9531,10601,9340,15313,8503,7732,10374,16842,16072,10307,11723,12257,7039,14058,7515,10668,16030,13645,8221,9105,14484,14826,9611,11174,12077,11470,7169,14014,15458,11611,16702,10968,9709,8247,14127,15938,15410,9530,8126,12664,16556,9481,10956,15494,15055,17288,14245,9291,11121,14185,14207,10675,12830,10069,8783,10582,17223,8449,14894,12883,15456,16912,13601,9576,8684,7752,8343
44249,7836,14010,7156,15533,12724,9187,10946,6637,7522,6764,13500,8641,9462,12024,7218,14153,11502,12743,13105,14278,14912,15025,13071,9374,12834,9770,7837,10769,8825,9616,8692,14008,7685,7099,9582,15493,14709,9482,10752,11308,6482,12966,6751,9708,14686,12649,7583,8211,13525,13378,8723,10066,11082,10572,6345,12898,14235,10609,15347,9863,8952,7722,12804,14525,14256,8832,7268,11614,15138,8632,10137,14226,14204,15613,12974,8461,10254,13011,12704,10012,11910,9258,8118,9803,15924,7862,13643,11693,14159,15407,12661,8839,8048,7167,7618
1434026,6687,12303,6191,13795,11486,8093,9532,5907,6623,6062,11797,7611,8330,10436,6406,12418,10128,11402,11455,12592,13337,13170,11690,8370,11209,8829,6992,9609,7645,8458,7479,12405,6772,6245,8601,13582,13004,8282,9483,10144,5583,11375,5862,8701,13117,11034,6593,7205,11853,11592,7856,9014,9987,9152,5906,11359,12618,9448,13315,8706,7925,6731,11476,13137,12387,7706,6391,10276,13482,7399,9036,12559,12255,13981,11293,7378,8839,11399,11549,8931,10463,8242,6995,8707,13977,7022,11899,10408,12342,13651,11230,7846,7204,6316,6691
190972,5937,10761,5511,12048,9992,7020,8387,5016,5695,5380,10381,6584,7194,9575,5690,10926,8932,10011,9873,10855,11534,11457,9990,7095,9492,7603,6092,8238,6786,7432,6615,10866,5875,5448,7460,11752,11191,7183,8159,8510,4920,9993,5276,7554,11244,9668,5734,6254,10222,10064,6769,7862,8659,8127,4998,9825,10965,8225,11812,7597,6889,5754,9751,11130,10890,6662,5636,8977,11674,6639,7777,10914,10688,12205,9790,6364,7714,9878,10034,7519,9069,7010,6145,7505,12186,6115,10255,8993,10932,11896,9639,6873,6111,5414,5805
