"SampleID","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","MG1","MG2","MG3","MG4","MG5","MG6","MG7","MG8","MG9","MG10","MG11","MG12","MG13","MG14","MG15","MG16","MG17","MG18","MG19","MG20","MG21","MG22","MG23","MG24","MG25","MG26","MG27","MG28","MG29","MG30","MG31","MG32","MG33","MG34","MG35","MG36","MG37","MG38","MG39","MG40","MG41","MG42","MG43","MG44","MG45","MG46","MG47","MG48","MG49","MG50","MG51","MG52","MG53","MG54","MG55","MG56","MG57","MG58","MG59","MG60","MG61","MG62","MG63","MG64","MG65","MG66","MG67","MG68","MG69","MG70","MG71","MG72","MG73","MG74","MG75","MG76","MG77","MG78","MG79","MG80","MG81","MG82","MG83","MG84","MG85"
1106,36822,73883,64357,49020,71960,82368,78410,60169,48460,62734,37638,57067,40533,50557,73370,89351,63181,44085,87564,90829,87425,58304,86679,84046,63956,79383,73157,45982,70913,79085,52164,62250,68700,87817,72930,64263,59062,40705,43571,71425,89840,65738,52622,51303,69636,41325,64387,56741,69292,88482,80301,36609,71621,85828,81927,85756,75035,50865,38062,82543,81040,70806,80714,52984,50089,77754,39632,85815,57576,79467,87045,37485,36993,63756,60683,56772,37304,61151,39612,42776,76951,60379,63395,82023,89894,44073,63901,46916,70015,71817,67839,62203,66523,49427,59960
2211325,36293,71856,62548,47810,70344,80201,76399,58012,47184,61103,36836,55994,39431,49545,72469,87413,61380,42777,85352,88753,84331,56972,84435,81633,62599,76804,71305,44657,68961,77022,50558,60691,66832,85056,70974,62613,57855,39462,41837,68916,87603,64246,51027,49621,67544,40383,62427,55658,67133,85882,77914,35304,68914,83750,79793,83130,73496,49339,37434,80255,78932,69053,78825,51524,48439,75587,38708,83855,55917,77582,84827,36374,35768,62252,59333,55035,36350,59230,38440,41027,75200,58571,61391,79503,87505,42915,62377,45458,67500,69732,65815,60759,64761,48314,59034
2897348,36183,71153,62174,47553,69707,80469,76521,58027,47262,60728,36717,56054,39444,49055,71705,86752,61449,42885,84946,88608,85325,56868,84101,81506,62221,77515,71513,44444,69001,76794,50553,60438,66309,84691,71178,62615,57440,39131,42161,69642,87025,64098,50885,49745,68195,40434,62814,55554,66303,86240,77974,35969,68966,84032,78887,82954,73405,49117,37238,79899,78743,68995,78526,52018,48444,75360,38685,83348,56386,77652,84674,36312,36191,62091,59039,54710,36498,58802,38474,41107,74110,58637,61775,79502,86919,42782,61645,44841,68041,69724,65602,60942,64722,48146,59016
1706371,27734,55108,47643,36703,53993,61613,58489,44702,36223,46928,27880,42504,30165,37314,54955,66912,46609,32866,64846,67912,65343,43661,64639,62540,47852,58964,54595,34183,53280,58911,38981,46588,50810,65544,54231,47750,44035,30100,32256,53388,67492,48875,39134,38214,52118,31149,48025,42655,51002,65842,59952,27314,52840,64595,61100,63356,56453,37681,28865,61857,60611,52271,60350,39900,37340,57665,29828,63821,42976,59291,64908,28175,27326,47199,45003,41982,28085,45254,29532,31528,57207,44858,47361,61079,66526,33037,47273,34899,52031,53192,50752,46737,49737,36633,45265
403,26391,51284,44924,34501,50968,58160,55350,42339,34036,44339,26461,40455,28706,35566,51838,62956,44371,30743,61357,64047,61287,40792,61057,59004,45040,55730,51559,32205,50043,55612,36511,44074,48037,61888,51370,45117,41405,28046,30569,50287,63463,46635,36742,35779,48694,29316,45370,40332,48719,62427,56231,25839,49995,60411,57776,60231,52636,35718,27006,58224,57260,49727,56837,37415,34988,54430,27802,60586,40580,56431,61085,26244,25852,44920,42443,39589,26023,42421,27924,29784,54077,42104,44700,57365,63082,30892,45057,32599,49278,50281,47520,43948,46616,34714,42374
2162846,24616,48384,42168,32533,47640,54703,52196,39932,32072,41141,24800,37539,27089,33379,48927,59340,41548,28896,57445,60016,57156,38161,57175,55557,42189,52410,48223,30458,46905,52137,34380,41425,45347,57653,48222,42449,39292,26793,28396,47097,59354,43418,34802,33910,45810,27618,42658,37910,45214,58158,52898,24360,47073,56748,53880,55865,49379,32971,25121,54401,53035,46900,53455,34977,32749,50563,26119,56619,38127,52839,57718,24789,24235,42088,40081,37534,24342,40142,25844,27950,51122,39809,41770,53495,58832,28941,42119,30452,46259,46947,44829,40903,43613,32618,39871
1096778,24181,47522,41385,31743,46749,53531,50817,39024,31387,40889,24477,37193,26290,32511,48162,57798,40837,28553,56328,58829,56561,37595,56223,54443,41244,51069,47991,29644,45897,51354,33523,40572,44325,57325,47249,41381,38353,26670,27962,46270,58204,42560,33779,33036,45217,26913,41870,37315,44291,57268,51947,23856,45927,55738,52839,55313,48576,33020,24703,53028,52809,45840,52071,34293,32381,50250,25592,55321,37341,51597,55869,23885,23669,41409,38888,36801,24480,39287,25613,27182,49921,38936,41026,53315,57967,28580,41334,30041,45547,45810,43735,40322,43078,32128,39002
433,22058,43325,37976,29028,42942,48750,46400,35579,28663,36764,22349,33679,24065,29635,43676,52608,37108,25759,51505,53907,51302,34378,50990,49483,37624,46766,43322,26793,41956,46639,30473,37007,40223,52155,43122,37900,34803,23852,26057,41923,53075,38680,31129,30187,41196,24570,38333,34199,40601,52416,47327,21660,42066,50438,48293,50539,44000,29835,22353,48745,47459,41985,47772,31702,29426,45710,23293,50472,34052,47514,51193,22224,21674,37324,35882,33199,22047,35984,23399,24931,45334,35518,37334,48615,53427,25824,37686,27419,41111,42133,39819,36731,39229,29413,36026
2937911,18489,36264,31728,24206,35623,40906,38642,29661,23923,31125,18419,27933,19920,24817,36117,44030,31098,21542,43363,44950,43220,28937,43107,41183,31540,39004,36228,22682,35143,38861,25490,30916,33363,43511,35951,31277,29118,20130,21406,35379,44427,32612,25874,25034,34421,20516,31851,28090,33822,43506,39438,18247,35050,42204,40197,41754,37119,24816,18902,40493,39850,34685,39772,26002,24754,38234,19609,41870,28508,39325,43081,18584,18113,31299,30100,27872,18442,30040,19495,20958,38262,29591,31112,40243,44208,21646,31485,22898,34317,34846,33099,30708,33059,24369,29640
2066474,18211,35470,31089,23709,35285,40376,38049,29211,23587,30917,18308,27841,19797,24462,36036,42864,30946,21595,42466,44486,42314,28422,42224,40681,31214,38435,35592,22557,34144,38231,25052,30328,33024,42880,35308,31290,29180,19881,20958,34424,44127,32041,25311,25037,33950,20369,31220,27787,33379,43106,39123,17958,34638,42017,39879,41655,36694,24565,18821,39971,39661,34719,39690,25845,24370,37492,19272,41412,28175,39086,42113,17934,17814,31347,29562,27806,18196,29477,18836,20684,37587,29351,30881,39444,43627,21323,30913,22552,34028,34605,32687,30461,32442,24197,29227
2881384,16547,32583,28847,22042,31968,37205,35361,26766,21571,28035,16657,25733,18186,22742,32973,40092,28560,19998,39309,40982,39231,25851,38766,37307,28782,35664,32877,20600,31817,35437,23243,28097,30776,39244,32583,28901,26198,18186,19499,31890,40611,29763,23326,22557,31477,18551,28838,25741,30863,39860,35869,16288,31723,38628,36603,38139,33907,22761,17349,37216,36286,31706,35983,23916,22512,34556,17829,38514,25388,35521,38984,16867,16756,28477,26946,25270,16809,27383,17783,18686,34286,26786,28000,36535,39929,19855,28586,20858,31288,31938,30037,27963,29721,22255,27327
1769717,12397,24203,21250,16078,23808,27397,26236,19823,16091,20831,12481,18903,13371,16611,24133,29647,21026,14641,28993,30216,28636,19270,28857,28185,21239,26318,24532,15064,23550,26290,16918,20789,22608,29136,23844,21381,19524,13470,14328,23458,30065,21742,17115,16774,22899,13717,21318,18868,22713,29368,26261,12265,23629,28457,27263,28120,24909,16831,12757,27349,26688,23231,26511,17605,16331,25693,13357,28577,19162,26242,28483,12430,12323,20953,19838,18499,12530,20086,12743,13991,25300,20177,20615,27170,29362,14473,20902,15275,23203,23638,22311,20737,21968,16266,19909
1706373,12317,24504,21297,16264,23790,27057,26235,19772,16103,20640,12437,18722,13497,16607,24509,29459,20738,14539,28972,29502,28888,19185,28651,27801,21190,26099,24208,15485,23407,26089,17075,20472,22798,28985,23947,21217,19556,13184,14319,23408,29749,21735,17330,16946,22836,13867,21010,19128,22904,29420,26524,12255,23290,28468,27270,27908,24731,16822,12496,27056,26665,23702,26661,17450,16365,25671,12972,28475,19009,26197,28917,12362,12254,20675,19907,18758,12284,20129,13000,14069,25154,19879,20935,27258,29640,14386,20928,15152,23326,23357,22481,20869,21952,16270,19716
453228,11800,23172,20267,15563,22735,25952,24966,18832,15407,19738,11750,17848,12812,15943,23384,28215,20176,13650,27385,28555,27273,18574,27386,26494,19984,24869,23002,14459,22571,24746,16530,19748,21496,27737,22919,20515,18674,12992,13625,22500,28317,20649,16686,16286,22071,13157,20330,18172,21464,28064,25270,11417,22438,27202,25911,27282,23651,15899,12000,25983,25610,22566,25380,16801,15894,24557,12697,27220,18050,25450,27098,11859,11643,20033,19153,17756,11771,19299,12722,13284,23989,19017,20078,25649,28273,13920,20131,14685,21896,22424,21467,19749,20986,15395,19037
188709,11604,23043,19921,15334,22326,25898,24656,18653,14980,19645,11624,17809,12465,15767,22679,27656,19820,13706,26981,28661,26977,18103,27177,25990,19800,24775,22795,14253,22121,24686,16244,19084,21206,27515,22771,20166,18316,12763,13431,22257,28099,20291,16454,16145,21774,12999,19840,17821,21752,27629,24897,11424,22251,26570,25037,26652,23421,15763,11756,25601,25184,22214,25299,16608,15560,23866,12368,26883,17934,24751,27152,11707,11667,19634,18654,17701,11438,19025,12335,13215,23943,18802,19662,25546,28000,13987,20187,14376,21771,22500,20933,19647,20823,15431,18743
28256,10038,19528,17276,13316,19279,22421,21188,16135,12840,16669,10039,15167,11015,13552,19687,23700,16860,11914,23067,24544,23554,15656,23387,22588,17244,21244,19692,12198,19198,21130,13845,16753,18350,23495,19390,17334,15822,10942,11579,18959,24193,17572,13904,13648,18760,11184,17081,15360,18704,23758,21387,9710,18904,23294,22037,22908,20327,13664,10331,22064,21631,18688,22015,14361,13583,20614,10652,23016,15423,21194,23497,10074,9919,16981,16215,15021,10181,16335,10619,11406,20558,16246,16885,21852,24103,11719,16931,12608,18775,19141,18157,16710,17546,13351,16348
213121,9808,18998,16635,12704,18462,21348,20344,15605,12668,16305,9761,14862,10431,12859,19266,23072,16431,11565,22441,23620,22824,15087,22654,21845,16678,20379,19020,11938,18559,20654,13504,16336,17760,22606,18907,16557,15410,10633,11213,18516,23600,17296,13401,12955,17904,10925,16693,14904,17870,22808,20729,9422,18670,22439,21238,22214,19258,13168,9667,21097,20830,18289,20794,13633,12883,19909,10207,22424,14685,20466,22459,9755,9546,16632,15601,14722,9660,15715,10085,11082,19861,15627,16443,21063,23059,11513,16502,12189,18096,18440,17523,16116,17061,13068,15573
45404,9120,17727,15685,11959,17589,20084,18970,14761,11870,15321,9379,14087,9725,12218,18255,21758,15387,10697,21657,22015,21111,14196,21227,20698,15683,19216,18068,11055,17438,19228,12692,15259,16772,21644,17652,15443,14629,9955,10482,17307,21954,15980,12901,12367,16889,10242,15580,13961,16865,21771,19343,8817,17143,21019,20056,20650,18319,12210,9276,20084,19753,17259,19499,13033,12226,18814,9527,20930,14094,19644,21309,9218,9077,15228,14653,13707,9062,14956,9621,10334,18810,14555,15294,19915,22003,10624,15741,11386,17166,17656,16373,15290,16115,12148,14812
84642,9217,18099,15690,11966,17723,19914,19194,14607,11733,15099,9319,13905,10034,12393,18119,22025,15354,10887,21145,22393,21108,14224,21356,20217,15710,19221,17899,11413,17411,19263,12671,15189,16614,21377,17605,15625,14306,9859,10571,17199,21945,16065,12702,12562,16922,10218,15690,14149,16735,21643,19526,9061,17331,20956,19809,20883,18530,12245,9473,20056,19618,17380,19311,13084,12294,18726,9761,20821,14104,19634,21389,9166,9083,15528,14556,13955,9026,14803,9674,10344,18769,14662,15219,19920,22025,10749,15630,11349,17159,17207,16491,15035,16292,12134,14830
1775411,7706,15071,13383,9980,14829,16931,16294,12523,10113,12755,7683,11530,8286,10391,14984,18484,12974,9087,17949,18818,17855,12003,17980,17235,13256,16264,15209,9430,14570,16250,10770,12747,13897,17920,14809,13229,12190,8416,8753,14773,18380,13598,10591,10539,14304,8616,13324,11951,14005,18340,16620,7505,14705,17743,16804,17602,15450,10382,7939,16971,16443,14624,16431,11018,9993,15837,8118,17795,11709,16280,17584,7790,7487,12769,12375,11723,7601,12527,8196,8730,15802,12259,13179,16726,18354,9035,13165,9696,14201,14850,14034,12920,13609,10107,12439
1892251,7172,13983,12312,9355,13789,15678,15015,11388,9383,11997,7193,11081,7608,9724,14088,17043,12214,8405,16826,17717,16826,11292,16676,16151,12349,15232,14147,8795,13687,15077,10011,12219,13283,16778,14151,12497,11464,7881,8459,13686,17156,12648,9971,9897,13290,8163,12336,11187,13127,16960,15547,7061,13809,16410,15801,16439,14562,9669,7375,15830,15516,13580,15467,10336,9543,14922,7619,16429,10898,15400,16600,7031,6994,12427,11449,10968,7285,11530,7621,8220,14945,11590,12137,15602,17156,8388,12199,8838,13511,13872,13201,12021,12708,9493,11539
1783343,6419,12497,11139,8298,12347,14165,13563,10176,8128,10550,6451,9850,7133,8739,12776,14959,10615,7431,14953,15776,14781,10092,14846,14393,10914,13632,12683,7872,11981,13408,9014,10663,11637,14964,12729,10929,10061,6864,7456,12078,15688,11341,9116,8843,11876,7080,11070,9868,11796,15112,13565,6437,12112,14742,13940,14691,12901,8626,6456,14044,13701,12196,13736,9124,8494,13174,6833,14612,9833,13729,14798,6452,6187,10820,10437,9767,6425,10276,6711,7421,13186,10358,10910,13877,15385,7555,10805,8036,12116,12376,11586,10651,11556,8529,10273
1890438,6109,12001,10399,8021,11726,13366,12803,9681,7911,10404,6103,9352,6627,8465,11995,14552,10269,7243,14252,14676,14312,9587,14078,13915,10409,13134,11834,7535,11538,12919,8571,10209,11263,14248,11789,10541,9612,6711,7072,11799,14807,10773,8494,8502,11615,6863,10686,9501,11184,14532,13144,6075,11609,14225,13368,13898,12439,8250,6250,13571,13189,11539,13195,8798,8202,12685,6514,14023,9334,13117,14307,6247,5941,10474,9942,9250,6123,10020,6438,6760,12415,9884,10362,13665,14872,7185,10387,7611,11403,11790,11243,10191,10882,8170,9915
49546,5082,9893,8529,6519,9700,11053,10371,8060,6333,8397,5003,7590,5485,6727,9695,11844,8213,5873,11616,12126,11683,7671,11669,11288,8465,10296,9807,6035,9483,10548,7015,8367,9055,11763,9792,8675,8014,5494,5671,9458,12054,8693,7118,6776,9304,5495,8571,7567,9362,11896,10548,4928,9376,11556,10744,11243,10106,6837,5263,10963,10573,9559,10793,7178,6623,10377,5143,11350,7662,10815,11676,4950,4860,8489,7916,7555,4884,8145,5275,5517,10313,8146,8323,10949,12073,5966,8551,6202,9171,9635,9079,8381,8775,6512,7960
75787,2461,4897,4100,3261,4769,5499,5251,3927,3319,4168,2579,3769,2564,3456,4801,5786,4322,2893,5752,6043,5799,3814,5740,5515,4261,5330,4865,3091,4643,5221,3449,4162,4485,5777,4691,4249,3953,2711,2945,4763,6173,4458,3547,3402,4534,2767,4393,3902,4526,5888,5247,2419,4764,5730,5488,5660,4786,3436,2501,5459,5353,4692,5343,3475,3299,5095,2726,5737,3719,5383,5918,2502,2474,4262,4028,3787,2393,4124,2670,2801,5082,4048,4239,5384,5909,2916,4250,3132,4670,4738,4401,4212,4401,3249,3991
689704,2366,4839,4228,3186,4656,5368,5101,3817,3210,4021,2433,3710,2671,3241,4645,5766,4144,2807,5605,5916,5629,3835,5557,5443,4045,5074,4783,2925,4597,5094,3303,4066,4390,5734,4629,4110,3803,2617,2873,4498,5659,4278,3301,3267,4502,2691,4140,3547,4548,5863,5244,2297,4545,5614,5364,5499,4764,3305,2423,5311,5120,4542,5231,3484,3267,5071,2556,5730,3740,5091,5577,2407,2379,4065,3889,3654,2338,3981,2559,2730,5034,3877,4077,5285,5844,2827,4121,2999,4475,4621,4380,3998,4217,3127,3827
255474,2365,4834,4016,3109,4454,5245,4903,3801,3045,3999,2324,3482,2604,3076,4690,5773,3887,2630,5443,5589,5568,3779,5400,5356,4113,4978,4573,2817,4574,4910,3282,3861,4343,5560,4504,4148,3763,2445,2628,4480,5445,4224,3466,3193,4408,2627,4069,3584,4306,5513,5007,2336,4433,5640,5087,5324,4666,3144,2374,5126,4991,4509,5023,3286,3082,4803,2547,5419,3684,5126,5395,2357,2287,4043,3890,3512,2345,3825,2418,2609,4880,3680,4048,5176,5574,2771,3963,2887,4387,4463,4244,4017,4127,3135,3776
2934961,2203,4360,3609,2825,4060,4755,4463,3390,2810,3611,2115,3190,2221,2903,4227,4925,3603,2520,4932,5324,5077,3199,5049,4776,3625,4490,4224,2601,4041,4560,2905,3651,3812,5003,4136,3713,3382,2273,2541,4020,5255,3739,2990,2991,3916,2312,3757,3235,3949,5087,4529,2082,4087,4911,4619,4811,4419,2852,2253,4710,4529,4035,4594,2951,2968,4326,2249,4936,3345,4614,4942,2139,2192,3623,3578,3211,2163,3566,2314,2499,4460,3461,3592,4555,5199,2559,3661,2779,4016,4209,3846,3627,3887,2899,3514
75682,1501,2953,2549,1999,2975,3351,3153,2423,1966,2527,1503,2276,1630,2011,2916,3522,2484,1822,3518,3696,3529,2370,3547,3411,2539,3280,2941,1868,2917,3188,2102,2539,2800,3512,2874,2588,2399,1651,1764,2947,3680,2595,2103,2028,2823,1651,2596,2252,2676,3588,3300,1579,2866,3415,3273,3405,2925,1981,1512,3367,3274,2852,3247,2132,2007,3059,1536,3424,2248,3139,3434,1420,1462,2598,2366,2307,1435,2416,1639,1725,3045,2447,2546,3353,3605,1792,2489,1872,2731,2951,2657,2530,2624,2011,2431
9604,1482,2982,2589,1972,2800,3285,3084,2338,1974,2497,1525,2259,1557,2033,2941,3592,2485,1678,3438,3549,3553,2341,3357,3267,2578,3093,2932,1835,2856,3194,2053,2533,2657,3518,2859,2557,2313,1602,1693,2846,3514,2716,2033,2037,2754,1606,2548,2349,2713,3515,3271,1477,2802,3426,3190,3446,2865,1971,1471,3301,3262,2858,3102,1998,1962,3039,1579,3385,2245,3112,3431,1462,1430,2555,2372,2270,1463,2371,1534,1648,3042,2419,2520,3117,3433,1755,2626,1870,2828,2881,2662,2423,2668,1955,2371
