"","X2138243","X3031449","X795747","X1313211","X2008785","X388447","X1497346","X3031419","X2907184","X200643","X186801","X3031647","X1853228","X1676648","X641853"
"MM-0007-01",0.164074225338642,0.109490397730286,0.0979160896662108,0.0936030348675237,0.089593684400431,0.0670769545980156,0.050181927960426,0.0500699653187785,0.0422384731740684,0.0412466745508916,0.0343657316350671,0.0312801862840778,0.0310054925155014,0.0279077083332389,0.0271661258160921
"MM-0007-06",0.164119759805788,0.109508107815406,0.0984127456536413,0.0938087614588074,0.0892337123415133,0.0668735111352512,0.0503524085765223,0.0496488728340544,0.0421658484240097,0.0412630740047677,0.0342330902373462,0.0313354489008597,0.0313143676300807,0.0279231765424153,0.027051403991966
"MM-0008-01",0.164521520506264,0.109874457761334,0.0980309177225738,0.0939072849258841,0.0890295177825712,0.0670429600636163,0.0502496321586218,0.0497823902785119,0.0419023708507731,0.04131727687861,0.0342354375288678,0.0312706836373679,0.0311254517663529,0.0277797618197315,0.0271434795651615
"MM-0008-06",0.164304688842664,0.10951621123497,0.0980896758938254,0.0937457405135681,0.0891806822289781,0.0670917263735547,0.0500971162906466,0.0499482194605935,0.0422437344806538,0.041390355633782,0.0341984905861646,0.0313557463805477,0.0312524075358093,0.027785185580268,0.0269895875928198
"MM-0009-01",0.164144203061069,0.109487579132264,0.0981692389167714,0.0938609006047882,0.0894903684326582,0.0673206131183813,0.0503082365402121,0.0497786463977505,0.0421391672430593,0.0413278200675086,0.0340256954875527,0.0313428785203138,0.031017774251365,0.0278416468934167,0.0270364248707593
"MM-0009-06",0.164260418156993,0.109636475074671,0.0981822870576931,0.093388512958557,0.0893196338079417,0.0669584616118315,0.0503310954144742,0.0498979954111182,0.0421283367864757,0.0415634698163564,0.0342131339518962,0.0312852931461748,0.0310595583157144,0.0276993240319279,0.0271033699490065
"MM-0010-01",0.164703096002379,0.109995362640601,0.097937776218934,0.0940055124010945,0.0892754962110152,0.0666161649489755,0.0502163649068505,0.0494253922998139,0.0419229041259843,0.0412747585725611,0.034512168774571,0.0310635282078911,0.0311927957310982,0.0277708222408842,0.0271068572353202
"MM-0010-06",0.164120920776043,0.109874564940212,0.0980349081636169,0.0937075709018229,0.089598194286502,0.0669065956786933,0.0501128570936283,0.0497609324925049,0.0421077569868017,0.0415675936455426,0.0342585892001792,0.0313441193700679,0.0311903408111927,0.0278309038905545,0.0269706916158379
"MM-0011-01",0.16436305938789,0.109447075362409,0.0979049218310292,0.0940172953527678,0.0892105535471963,0.066968383274036,0.0503443843105121,0.0498236223996608,0.0423575455372219,0.0413610310244539,0.0343711274116787,0.0310904956324144,0.0312671676861766,0.0275377047608071,0.0272811096351049
"MM-0011-06",0.163807353251858,0.109409550392758,0.0979622670499286,0.0939905123461137,0.0897626806143288,0.0672938419876699,0.0503953189119287,0.0496629386119345,0.0419633425734461,0.0414870393014219,0.0344135515963202,0.0312990147436349,0.0309353853639175,0.0277331421291524,0.0272081842218139
"MM-0012-01",0.164108106354462,0.10976781343969,0.0980151303476817,0.093620800476904,0.0894693834515117,0.0670358347138272,0.0503243231186927,0.0496827736672743,0.042287111628388,0.0413162713080999,0.0343630431829288,0.0312278859080135,0.0310429639422443,0.0278717144415539,0.0271137777002764
"MM-0012-06",0.164407173779374,0.11002328419515,0.0978537028424821,0.093668165885845,0.0889309558068473,0.067334552684393,0.0502607767432715,0.0498370730580638,0.0421815355708217,0.041185870925656,0.0342411880557697,0.0309537780635415,0.0310068385618732,0.0277264512826595,0.0273058688032361
"MM-0013-01",0.164208877677051,0.109623131931475,0.0978414848406213,0.0937462333754486,0.0891748805669825,0.0670647058239637,0.0501200356774677,0.0496400347699328,0.0422652497777248,0.0413704770372387,0.0344413058860732,0.0312160117525776,0.031299320625008,0.0279148533692944,0.0271377765677312
"MM-0013-06",0.163731528022522,0.109738865450084,0.0981285752359305,0.0937055733272224,0.089345069577692,0.0668701568416448,0.0503799816241045,0.0497550000323266,0.0424039234476571,0.0414082631186869,0.0345542983288567,0.0312950552462176,0.0311564099045933,0.0277254764766268,0.0269862741111792
"MM-0014-01",0.164118245283292,0.109684597996195,0.0980633282771148,0.0941475704330331,0.0893429004425281,0.0670326515126999,0.0502052898190985,0.0498871818317649,0.0419620239655121,0.0410889483639128,0.0343191697243821,0.0312255351202923,0.0313646212965724,0.0277593974401258,0.0271582972822423
"MM-0014-06",0.163951929236635,0.109774529626131,0.0983070324107651,0.0939882048233641,0.0891179011075051,0.067286500185001,0.0502093364908548,0.0496854341688197,0.0423289991157144,0.04131261578594,0.0342306362944395,0.0312032888497298,0.0308980532251414,0.0276501153290485,0.0270851729230351
"MM-0015-01",0.164620632210643,0.109923256963743,0.0982145249165228,0.0932771297958309,0.08917755138325,0.0669595777793473,0.0502330786597855,0.0496972656487843,0.0423481031001654,0.041303267728713,0.0342043542113685,0.0311684864013093,0.0312738223682448,0.0278257438667677,0.0272978462752471
"MM-0015-06",0.163835730347606,0.109830881664012,0.0983357537711984,0.0937540991286424,0.0895038883163122,0.0667267872200881,0.0502014428932821,0.0496621146819076,0.0421056638246041,0.0413239014335238,0.0345052937318467,0.031327883444205,0.031238288203879,0.0276228567413098,0.0270788438114869
"MM-0016-01",0.164368496743084,0.109561541673884,0.097827648669371,0.0937079961274192,0.089371484431124,0.0670873599982812,0.0503858481609941,0.0496688030314627,0.0423244615783318,0.0410656042582276,0.0341308110532372,0.0314197359286607,0.0309611761688574,0.0278398814055696,0.0274249620328632
"MM-0016-06",0.16452983085988,0.109563722772604,0.0980748898950783,0.0935185967573405,0.0894367285699859,0.0671160857262391,0.050358704007881,0.0497383655627665,0.0424608269667923,0.0411781072052001,0.0342773057114416,0.0311236781741853,0.031150470200054,0.027677811462453,0.0270504658721114
"MM-0017-01",0.164282644824926,0.109575608215504,0.0982246682578554,0.0935147840763771,0.088714813069838,0.0671302168814426,0.0503621593915515,0.0499081010836306,0.0421684002340186,0.0415854245729936,0.0342454192920418,0.0310918626745432,0.031170041471004,0.0279020642308708,0.0272217533795503
"MM-0017-06",0.164789559331805,0.109739972079413,0.0980901938855144,0.0939093681444988,0.0889185213820411,0.066769194844691,0.0503475548817174,0.0494956362212352,0.0422115920153155,0.0413635838011438,0.0344281279520378,0.0310958690603812,0.0310210119452962,0.027864723137608,0.0271033033774525
"MM-0018-01",0.164289695463855,0.109533178882808,0.0979552093476144,0.0937147589788358,0.0894895298212627,0.0668842404503688,0.0501641876238122,0.0497930586800076,0.0420230780422836,0.0415682324368488,0.0343283080952221,0.0311614007991136,0.0310705212145631,0.0279636033979116,0.0272128395393345
"MM-0018-06",0.164005292160726,0.109455729844255,0.098207565141434,0.0938696427907668,0.0895897994647437,0.0671161208787124,0.0501645959558414,0.0499183408913504,0.0420178511690146,0.0415218562985541,0.0344327305504962,0.0312929784782366,0.0312232836486637,0.0277170529308999,0.0270706333866112
"MM-0019-01",0.164137730962643,0.109700194107387,0.0981135211138251,0.0934784145734339,0.0892726330451972,0.0673566480868796,0.0503862831751974,0.0496231196985832,0.042185373647608,0.0414579265132613,0.0341149381050367,0.0313210454537834,0.0311614152709959,0.0277494112270313,0.0271568115073681
"MM-0019-06",0.164814034410344,0.10948521033252,0.0978279294465528,0.0934477676595504,0.0892241663449133,0.0673015802013391,0.0502523801900385,0.0497980016762565,0.0420935784309109,0.0412942960193617,0.0345521899631789,0.0310884366553975,0.0311019738390982,0.0277382779760615,0.0271773677122866
"MM-0020-01",0.164041928189522,0.109176722528653,0.0984643237036567,0.0939305564361039,0.0891565755827469,0.0672731883598554,0.0501116535288855,0.0496122065132399,0.0422134871827384,0.0412138887127792,0.0346140028318434,0.0311918397824693,0.0310784251569137,0.0277894010158006,0.0272173968173461
"MM-0020-06",0.164037584225221,0.109595854228688,0.0980369818408894,0.0936084601532733,0.089458701427423,0.0672310044224694,0.0502207674490305,0.0496991994554332,0.0419778570355428,0.0413900694878096,0.0343316346474948,0.0314080057304836,0.0310178087878333,0.0280105153803815,0.0271496611766147
"MM-0021-01",0.164311968415179,0.109689717874071,0.0981547147617565,0.0939067650884181,0.0894742133306525,0.0668312088914452,0.0503389217206596,0.0498197940373176,0.0421411179600314,0.0412860635234338,0.034339490589322,0.0312054586170817,0.0310744506861978,0.0277883934679586,0.027135805833636
"MM-0021-06",0.16416275304025,0.109596339792246,0.0979156701803531,0.0936105129390174,0.0893154466983255,0.0670351900101784,0.0503318930111748,0.0498663615148072,0.0421726462572815,0.0415248040159492,0.0344294850966011,0.0313729210015924,0.0311159368518634,0.0276611145981124,0.0270755001940836
"MM-0022-01",0.164411644116441,0.109433559124324,0.0982166746550095,0.0939174063102133,0.0896720352180048,0.0667185427722822,0.0502899864679398,0.049814054478573,0.0420874983397721,0.04143206925027,0.0341381348085781,0.0312618501771872,0.0311680112106285,0.0276237856275276,0.0271011747676162
"MM-0022-06",0.164356753545943,0.109406882379855,0.0981056197272414,0.0933255203525474,0.0889130591833295,0.0668940993265318,0.050429847727145,0.0500509716725933,0.0421628043249665,0.0415736199519983,0.0344937750343156,0.0312107176972042,0.0313929313929314,0.0278425737885197,0.0271707109544947
"MM-0023-01",0.16427095919682,0.109421273340802,0.0979160109073227,0.0938511491160082,0.0893835241663536,0.0669060681854335,0.0500994497826546,0.0498128900005302,0.0423239772692658,0.041630141576327,0.0343871738549173,0.0311898887268059,0.0311216333456306,0.0277444022126025,0.0272011796334968
"MM-0023-06",0.16414095939448,0.109584552402865,0.0982854285792976,0.0934148000161013,0.0895173084922096,0.0670073352499472,0.0504611808008113,0.0498870440715263,0.0419169246044777,0.0415384039563882,0.0343380372998201,0.0309885532813715,0.031313403091299,0.0276440126295957,0.0272661981767451
"MM-0024-01",0.164434016246998,0.109398621179069,0.0982016356944205,0.0935976531558208,0.0888362481477872,0.0671450560598905,0.0502714912905394,0.0498304584991891,0.0423603875091517,0.0413927390760051,0.0341881623300525,0.0312945874156978,0.0313489356491928,0.027775695469981,0.027339660217343
"MM-0024-06",0.164174950690497,0.109845292720446,0.0978400012496948,0.093551574985386,0.0895562514747631,0.0669573303231037,0.0503832534323442,0.0499413383408822,0.0420707277909918,0.0414314924726444,0.0342634241472272,0.0312214039827443,0.0310466933651896,0.0278258517450919,0.0271520853870395
"MM-0025-01",0.164547743985097,0.109755102767256,0.0977964885011613,0.0938891377279968,0.0893180786720495,0.0668268959809683,0.0505130205475186,0.0496060761566322,0.0422852625615135,0.0414042732431382,0.0340804933540183,0.0312009634522916,0.0312232106573011,0.0279009613758858,0.027126758641556
"MM-0025-06",0.163790800116531,0.109444411221393,0.0985298159814824,0.0935575139477379,0.0891552463190536,0.0668443520782664,0.0504466732539747,0.0500593351500551,0.0421507249970785,0.0416015388185749,0.0343968306306534,0.0314292501715864,0.0310117370029138,0.0278823084692629,0.0270412471189671
"MM-0026-01",0.164690059457272,0.109527293602924,0.0977549460800887,0.0934611796612778,0.0892828211613736,0.0669055216031048,0.0503023169619309,0.0491963244057417,0.0424493999158114,0.041630447568185,0.0346061001962674,0.0312429950722298,0.0311024341453563,0.0277511657309501,0.027078692665013
"MM-0026-06",0.163910010915617,0.110130192944137,0.0982987744689928,0.0935978765153172,0.0891282416280049,0.0671620593622363,0.0502352353496208,0.0494745158983836,0.0422313566598866,0.0413101134331737,0.0342410816799384,0.0312809144304889,0.0311470539261939,0.0278919582485822,0.0272057871269727
"MM-0027-01",0.16403592054849,0.109629348874387,0.0980793839618429,0.0937874563283135,0.0893705648142241,0.0671960431857158,0.0502302262484192,0.0498410744642127,0.0420899364673124,0.0412647245353258,0.034515924451266,0.0311265137328925,0.0310957418463882,0.0278613163612619,0.0272072261395918
"MM-0027-06",0.164610882123102,0.109698549105257,0.0981449024597516,0.0933249569689819,0.0894208325524692,0.0669201577679582,0.0502522927940086,0.0499226600692975,0.0420350479342558,0.0412229491953072,0.0344629245691103,0.0311995998832338,0.0310793762673082,0.027748082020794,0.027025561662339
"MM-0028-01",0.164201320247478,0.109469971592198,0.0980164419548697,0.0937104136191179,0.0894854415644832,0.0670976274410844,0.0503501527425947,0.049821901337879,0.0419743370271674,0.0413175733135011,0.0342795326308687,0.0312135961173349,0.0310597970198307,0.0278102714935105,0.0273208162575345
"MM-0028-06",0.164171625843596,0.109569995887612,0.098147612466386,0.0937566702680964,0.0888267498044762,0.0672198198955503,0.0504562772425081,0.049804393744226,0.0419966260290241,0.0414807232857566,0.0345531219121037,0.0314428711883152,0.0308898827845892,0.027923029947907,0.0272291160344386
"MM-0029-01",0.164121021022934,0.109485833830956,0.0978776665278536,0.0939322102026998,0.089357172106342,0.0669939874072062,0.0503190479472565,0.0497549148790386,0.0423922253891157,0.0414857898123591,0.0343599898757228,0.0312659458814521,0.0313406616574276,0.0277050730853503,0.0271403608250707
"MM-0029-06",0.164405900975946,0.109608967228545,0.0980390479114552,0.093491008108557,0.0893843838553647,0.0673533690022599,0.0504255608292774,0.0495407164320336,0.0423195204324564,0.04131689811203,0.0343388078256887,0.03120460642544,0.0309499242496691,0.0278383724500325,0.0273738039752566
"MM-0030-01",0.164058942895206,0.109966357693324,0.0980109723947589,0.0930440244855285,0.0893319880158065,0.0669311864463943,0.0503545511267503,0.049637157745038,0.0423641519721643,0.041171072675252,0.0345234147081804,0.0314205653706275,0.0313924598512656,0.0280043394921895,0.0269644352757995
"MM-0030-06",0.164396945414827,0.109378631086336,0.0982834436587226,0.0934529806687319,0.0895313603450062,0.0669658477792111,0.0503475485164923,0.0497535804747601,0.0423009199536728,0.0412591218538432,0.0344057023945161,0.0311364299771189,0.0312079923917854,0.0278144273594411,0.0269541718062918
"MM-0031-01",0.164180218032025,0.109782067844065,0.098247766014756,0.0934822441425262,0.0890192671130231,0.0671467436481738,0.0502506422468919,0.0496637639985736,0.0418733811647918,0.0418322585648095,0.0343814309137383,0.0311268708579996,0.0310458005894631,0.027894634499394,0.0271514903711432
"MM-0031-06",0.164448397359681,0.10964210833889,0.0983195706605617,0.0937750133274894,0.0890074245384337,0.0669700516158512,0.0504750492301141,0.0496175049385537,0.0419932484414997,0.0414154648612775,0.0343658834920975,0.0313293141044471,0.0309834987807096,0.0278400763435897,0.0272327624660596
"MM-0032-01",0.163937045774278,0.109655298808211,0.0980093801300644,0.0937921696589121,0.0889866628925264,0.0670866484786149,0.0502941155369573,0.049741690967043,0.042075577159755,0.0415270658689665,0.0343051092424479,0.0313244949750235,0.0313844985882846,0.0277692808893057,0.0272664245216505
"MM-0032-06",0.164206315043172,0.109851147072933,0.098246969527956,0.0932888551580472,0.0895167190080213,0.0669198304728652,0.0500909843071745,0.049800477813037,0.0420827228362741,0.041315566699812,0.0344710420799854,0.0313038711615675,0.031091722720619,0.027864329018964,0.0271409712703106
"MM-0033-01",0.164922589419884,0.109852232077451,0.0979498934883317,0.0935532888962072,0.0893745048795699,0.0671282820569004,0.0499820427680328,0.0497162498038967,0.0420653020899106,0.0412296749416876,0.0342218165458065,0.0314783145355041,0.0309156113821623,0.0276625648113453,0.0271556133529199
"MM-0033-06",0.164401515962796,0.109788721174114,0.0977226603005284,0.0941552895452373,0.0891121796797254,0.0669165410764798,0.0501056524725813,0.0498413253965559,0.0421883774444378,0.0413781574940122,0.0343431916188466,0.031052162806673,0.0312365648972598,0.0277135969116568,0.0270726298715715
"MM-0034-01",0.164320777603204,0.109681778588233,0.0980508361893753,0.0935859132685873,0.0886699935145461,0.0672072116076056,0.0505246705036674,0.049598797341778,0.0419481326505969,0.0415280706181804,0.0341167435966319,0.0315784617805963,0.0313195863420141,0.0279422658927539,0.0271450163764494
"MM-0034-06",0.164401866405135,0.109542053187991,0.0979236385220782,0.0938465710214696,0.0892759281849666,0.0667525945622019,0.0503806259403553,0.0498422124701257,0.0419432278047676,0.0414247423942425,0.0343367585872144,0.0312169496688384,0.031157877206143,0.0278907429892374,0.0271131928025542
"MM-0035-01",0.164147181861829,0.109660386237392,0.0980180806553098,0.0938361916228676,0.0891254280545154,0.0673306391468197,0.0503518941092138,0.0498484564247304,0.0419471344503644,0.0413412427809686,0.0343839106262094,0.031204304197893,0.0310025758344965,0.0281109004327444,0.027126635598379
"MM-0035-06",0.163925998818579,0.109552991766448,0.0981793660081132,0.0938396739054359,0.0892340221222463,0.0672017122204274,0.0502446829060714,0.0499279809180928,0.041910346391487,0.0415023082500693,0.0343504424729211,0.0311977704180046,0.0310567417979434,0.0278855225547807,0.027232171602785
"MM-0036-01",0.163974787371534,0.10950915315209,0.098106163441448,0.0933241674396878,0.0892591096602459,0.0668389886776734,0.0501363145763593,0.0496035771063747,0.042336074874596,0.0415511148058277,0.0347025789911216,0.0313815477799295,0.0313664986988565,0.0277480976456616,0.0272629152718677
"MM-0036-06",0.164134393768,0.109488194443234,0.0981076365588512,0.0933672867641462,0.0892230392968549,0.0673357421444926,0.0501121032593318,0.0500877014096716,0.0421210784920354,0.0414012239270594,0.0343264305148616,0.0312843332572228,0.0311111963239194,0.0279778826282651,0.0272620950382325
"MM-0037-01",0.164224515986437,0.109411541302153,0.0981650405118399,0.0936169434515263,0.089338510256955,0.0669462921413023,0.0503450374455322,0.0497060936251151,0.0420718434346382,0.041449632004159,0.0343387554059239,0.0312113549889372,0.0311222452843845,0.0280267531458839,0.0272115355430984
"MM-0037-06",0.164172800318462,0.109722983243139,0.0979363041404102,0.0938085652606857,0.0892381966861212,0.0668567563517361,0.0501548625331032,0.04981464519903,0.042252909928618,0.041217214302783,0.034522223192986,0.031372898449176,0.0312114687957637,0.0277415991487623,0.0273400501184107
"MM-0038-01",0.164105150251778,0.109994493732864,0.0977113096322188,0.0935591527633716,0.0895693193765788,0.0670159038111361,0.0503658997618902,0.0496748756138851,0.0420587568567525,0.0413079665465096,0.0342576812780198,0.0312350695108758,0.031263361185308,0.0278952373441615,0.0272137616362773
"MM-0038-06",0.164592929302635,0.10959258733804,0.0977238723505516,0.0937655615086913,0.0894370245349705,0.0670471046338181,0.0504491040810224,0.0498646555003451,0.042174691341626,0.0410334904863189,0.0345339022569098,0.0309175560101267,0.0309814270832568,0.0277652641973243,0.0271802503859113
"MM-0039-01",0.16445046660604,0.109712848700335,0.0978467985197766,0.093623582873994,0.089460112503546,0.0672376065039345,0.0504820212328324,0.049558933925374,0.0419480243468838,0.0414901292595873,0.0343503408217119,0.0312185026100932,0.0311710712464689,0.0277883940926061,0.0270080569468249
"MM-0039-06",0.164121448089988,0.109966946868494,0.09796230657654,0.0937706683761337,0.0891987117169812,0.0671666803608429,0.050399314043798,0.0496923691440109,0.0421209811321369,0.0412273344435107,0.0341395813486947,0.0313301058464913,0.0311775717052829,0.0278507003961007,0.0270766404741819
"MM-0040-01",0.163881373649448,0.109339781443828,0.0978735397280212,0.0939958397628651,0.0895457040679043,0.0669209968584391,0.0504356891418091,0.0498730685990433,0.0422060053520813,0.0414470810685373,0.0342970678530891,0.031222460513152,0.0311064309806564,0.0278635632914809,0.0271849132162195
"MM-0040-06",0.164446681837562,0.109303829097738,0.0981854366744772,0.093204138557581,0.0894857771023199,0.0674045660920953,0.050301717843365,0.0498181180409145,0.0418589018688674,0.041481708699733,0.0344852890994843,0.0311389839414044,0.0310311096303874,0.0278800056065288,0.0270779197429803
