"","X186827","X119060","X2448023","X85017","X543372","X1185","X85034","X2931039","X85025","X2807496","X267890","X1106","X2211325","X2897348","X1706371","X403","X2162846","X1096778","X433","X2937911","X2066474","X2881384","X1769717","X1706373","X453228","X188709","X28256","X213121","X45404","X84642","X1775411","X1892251","X1783343","X1890438","X49546","X75787","X689704","X255474","X2934961","X75682"
"MM-0006-01",0.133685624568288,0.10521313722446,0.087751645080899,0.0479784603329495,0.0473297123126133,0.0466389728824098,0.0457452107641319,0.0440547675852512,0.0344375789987476,0.0334016624745885,0.031410730307666,0.0305816888945049,0.0295881490225055,0.0298620562923742,0.0227154265267826,0.0214695529532867,0.0201905485426477,0.0196739386285914,0.0180162410445614,0.0150259903712541,0.0148067875069007,0.0137392811147679,0.0101388066503606,0.0100544385883336,0.00958059056872934,0.0095443777932474,0.00818408725892019,0.0078508526760278,0.00740281589001178,0.00740474210147359,0.00626558064296168,0.00586801059724498,0.00525162292946714,0.00505977226787129,0.00396645464215036,0.00205334141828491,0.00195471939144046,0.00191773613137379,0.00172973789270155,0.00126359471894456
"MM-0006-06",0.133808270609494,0.105008997564485,0.087484842980133,0.0480946737494341,0.0474200122960479,0.0464431457430858,0.0456919977170421,0.044263278422348,0.0344118910016457,0.0334466637097401,0.0315756524948964,0.0304104793255547,0.0296406253442415,0.0297270884263761,0.0226944806208382,0.02143245217199,0.0200457173546786,0.019949277763067,0.0180084309818839,0.0150595410556228,0.0147951635544807,0.0136665709198882,0.0101976554371353,0.010062972559195,0.00956165295797271,0.00947560556373306,0.00818572602592812,0.00790638376057042,0.00751064888464702,0.00744039763041272,0.0063221971931922,0.00588073664883227,0.00527216957073158,0.00491925054798057,0.00407665118506384,0.00202232160857913,0.00198823520119918,0.0019009407432749,0.00175586566796264,0.00122253809883479
"MM-0007-01",0.133761066242524,0.105142768990982,0.0875843973460966,0.0480750689208976,0.0473595948661412,0.0465044836817391,0.0457517730590771,0.0444511529372338,0.034037547759223,0.0333992065951281,0.0315732848903317,0.0305752118827208,0.0296941680885273,0.0295525361427437,0.0227296000127668,0.0214143512392463,0.0202527033083361,0.0197114431962806,0.0178157029266613,0.0150821398791673,0.0149990225400925,0.0136977374795365,0.0100166367665892,0.0102965759645933,0.00961434884546691,0.00947737147067155,0.00811092241628089,0.00793803835100519,0.0073508974677804,0.00758894552689079,0.00627037205980725,0.00584813597730697,0.00523439754557822,0.00501031319943241,0.00401290513053412,0.00205532556064308,0.00194494573435166,0.00187313235339099,0.00172950559146963,0.00124210551513467
"MM-0007-06",0.13372142685752,0.105390485126921,0.087943875529633,0.0478658218578611,0.0470901785181564,0.0466145765146185,0.0457505089757001,0.0441996515399761,0.0342450612294655,0.0335016111661735,0.0314828781132508,0.0304389574701064,0.0296010737960037,0.0296182435434238,0.022870103563624,0.0214806417536493,0.0201336750685395,0.019700997433552,0.0180093480689829,0.0150849108396479,0.0146560963978299,0.0136572463416634,0.0101086887936063,0.0100473069465793,0.00968845922549845,0.0094952995670219,0.0082406202742953,0.00796633355925859,0.00748515138780922,0.00747356180830063,0.00625408049778532,0.00587505832348577,0.00514276859601688,0.00495261364333885,0.00407051786962925,0.00199297843179253,0.00197323322225938,0.0019633606174928,0.00173457373311946,0.00125210383061357
"MM-0008-01",0.133591461725234,0.105360081785186,0.0878570346858742,0.0481012033874727,0.0474364868129865,0.046572933280567,0.0455991716668125,0.0445125045711306,0.0343802972612521,0.0335209825011917,0.031446681445853,0.030474846546807,0.0296798840580157,0.029592025867301,0.0227009380403231,0.021429691675552,0.0200906249530363,0.0197889014296608,0.0179720094593985,0.0149748120586137,0.0147320460053231,0.0136553978261263,0.0101306659381116,0.0100532120068237,0.00953569643607874,0.00951257585957487,0.00814229635877894,0.00795887311851492,0.00740937408360632,0.00742286108656691,0.00626182280313099,0.00580981553248036,0.0051666781627311,0.00497824546422457,0.00406459734938004,0.00201187549877827,0.00196293694517842,0.00189203384389989,0.00175716381429399,0.00122847329823887
"MM-0008-06",0.133702002408242,0.105291324462429,0.0877957783009457,0.0479782272431737,0.0471320566054122,0.0465211941685816,0.0457425059325833,0.0442696291636642,0.034363799388316,0.0335006114492403,0.0316656769247741,0.0306100174397998,0.029667611029089,0.0296646770116211,0.0228741869837596,0.0214247823545842,0.020174304109737,0.0196714135157275,0.017881662860268,0.0149576210516927,0.0147006011214988,0.0136390736015886,0.0099275415046111,0.0100196696531052,0.00969986174909691,0.00953203594992923,0.00812429436879895,0.00792419437748365,0.0074477099406859,0.00743538706732044,0.00631987362599962,0.00587448977436232,0.00528944669124982,0.005029492743588,0.00411642650755686,0.00202388524940322,0.0019382119393386,0.00192588906597314,0.00170466414888848,0.00123346094353307
"MM-0009-01",0.133821283673478,0.105265110086536,0.0878173958835108,0.0479970756166852,0.0468325932086176,0.0467096051252843,0.0458799236107349,0.0442347139721783,0.0343751692916326,0.0334644718174271,0.031464939367363,0.0303809848710016,0.0296201181173648,0.0294966419860818,0.0227371778822526,0.0215102253366189,0.020217386317771,0.019801081416647,0.0180611904758419,0.0150884904140062,0.014801518219562,0.0137126832437033,0.0101460288270402,0.00999131762697422,0.0096379709113661,0.00931390707274208,0.00817626730190988,0.0079727513068704,0.00744712366500584,0.00741296030852439,0.00622114721527161,0.00596345789781154,0.00520405528802394,0.00498248151884426,0.00408349719543246,0.00203125556679693,0.00198440296362237,0.0018843531339267,0.00178186306448236,0.00123915374437708
"MM-0009-06",0.133630408746328,0.105027756032393,0.0879146956426709,0.0479424405235843,0.0471426564162267,0.0466225514138961,0.0457518438971298,0.0444185730120815,0.0343380816332903,0.0335507871829356,0.0315453051156297,0.0306442655747138,0.0298110270289559,0.0295777380785109,0.0226642668682854,0.0214273447658301,0.0202274455752045,0.0197715730946025,0.0179418383436931,0.0148818723780084,0.0147306583164388,0.0137279172827859,0.0100845059113993,0.0101692571553468,0.00958848810471685,0.0094591309429022,0.00818518592861715,0.00792201101320112,0.00748130454467394,0.00741082719444389,0.00619888440599414,0.00592500407029001,0.00519079066219715,0.00502396452937411,0.00403906586286803,0.00200057541634049,0.00195819979436672,0.00193723501296917,0.00170037758909475,0.00124896570027946
"MM-0010-01",0.133572590239347,0.105332487833776,0.0875738682230534,0.0481510607334291,0.0475270180913265,0.046452065528997,0.0457226830982831,0.0441884768700941,0.0342455133246141,0.0334215684433978,0.0313589249918127,0.030530112925644,0.0295702345218304,0.0294433400570017,0.0227867693225504,0.0215157387378555,0.0200434152897748,0.019929384099463,0.0181320022277801,0.0151268631757826,0.0149074921968596,0.0136434147335251,0.0101293071979408,0.0100768111316692,0.0096429363587755,0.00956575671167422,0.00816817931821864,0.0078591130737455,0.00752466793630663,0.00743184376614428,0.00622999673898608,0.00583297350930293,0.0052023254019078,0.00495340365720277,0.00408947832816369,0.00200840910497336,0.00199345989404834,0.0019329677382122,0.00173932330832296,0.0012209681108995
"MM-0010-06",0.133803830774935,0.105348403313655,0.0876003291222096,0.0483082264648742,0.0472313807815062,0.0465282712797346,0.0457653137668003,0.0442812504969896,0.034318021449862,0.0333495718146838,0.0314880057052314,0.0305224856929772,0.029703865344486,0.029789242926844,0.0226966258277231,0.0214992470869085,0.020181753806208,0.0197745362197652,0.0180473142472585,0.0150461248203513,0.0147770180288995,0.0136365576763235,0.00997913271442956,0.0100222400231691,0.00959200397089461,0.00953006337192902,0.00811505549961371,0.00791291151785438,0.00738767197932858,0.0073680016539814,0.0061978265546044,0.00592244199974387,0.00532731002860149,0.00493390352165787,0.00409812395318295,0.00196326587667292,0.00193731778791706,0.00188500309284477,0.00173098863055195,0.0012028194691021
"MM-0011-01",0.133457769260238,0.104945401241698,0.0878143100365323,0.0479496590607702,0.0473859424476708,0.0466187935323738,0.0459714225146324,0.044112488556933,0.0343339540870405,0.0330895948179899,0.0316085316085316,0.0305447898040491,0.0297605297605298,0.0297614803787643,0.0226960103503313,0.0214445214445214,0.0201763967196066,0.0196687665823468,0.0180142155450797,0.014866243261305,0.0148724222798297,0.0137369087986372,0.0101625842366583,0.0100846335414237,0.00975096654109,0.00958508365915773,0.00823900823900824,0.00786969305487824,0.00734019869822339,0.00742670495756916,0.00628786431255567,0.00593993803870347,0.00519465334280149,0.00501023340529513,0.0041233065924424,0.00201958843934153,0.00195352047203899,0.0019715822184958,0.00176482275247707,0.00123009999553209
"MM-0011-06",0.133730858007353,0.105083223143518,0.0878240726670709,0.0480825941987702,0.0473300239472902,0.0466912921801203,0.0458738185393956,0.0443284997478555,0.0342411737829456,0.0333618873905592,0.0314570244268541,0.0304232061553138,0.0298014728948508,0.0295877037953545,0.0226827043284894,0.0213279748545726,0.0202395553190645,0.0197558705373125,0.0179272433006567,0.0149988641906882,0.0150308007790467,0.0134947539002559,0.010056934695343,0.0100734180957861,0.00961909437107328,0.00943468632861616,0.00815001130658249,0.00793778752587765,0.00753548953381338,0.00736911021059089,0.00627914535629128,0.00590517820873857,0.00518248412056165,0.00495120140809448,0.00412806159846746,0.00203621506098601,0.001958949121409,0.00193834487085513,0.00174208938432954,0.00123573992696823
"MM-0012-01",0.133553997591387,0.105358036905007,0.0871987166090574,0.0482925457779355,0.047268659611224,0.0463981308439318,0.0458673939616276,0.0445480692754464,0.0342648542428129,0.0335093435250852,0.031378126724331,0.0306000634478652,0.0296656357641483,0.0294168058660709,0.022627733933933,0.0210836354123284,0.0201416902090321,0.0200492247182058,0.0179307877007366,0.0151327669132914,0.0149455806757649,0.01367136110706,0.0101260988734245,0.00991109781345426,0.00976676143753016,0.00959461023916237,0.00822566992375732,0.00799337856875448,0.00748369074127254,0.00741152255331049,0.00632674447800599,0.00592455718050918,0.00516002543928626,0.00504500738972175,0.00413012525691123,0.00203799955796985,0.00196733487392368,0.00183803353715835,0.00170873220039302,0.0012411424825556
"MM-0012-06",0.133759590973053,0.105157722138175,0.087603836882466,0.0478898626171721,0.0470978520589104,0.0466201090353325,0.0455117170352029,0.0443673886129457,0.034222748037061,0.0335646182671175,0.0316987428593977,0.0307016833042906,0.0294798449519544,0.0297081469278235,0.0227287300420738,0.0215400095689532,0.020008836132029,0.019703024226081,0.0183606931642583,0.0150834323933728,0.0147677555872328,0.0137396920600942,0.0100960207106533,0.0100896789891014,0.00960066179387573,0.0094639624626455,0.00815897709440639,0.00790108041796173,0.0073859917008004,0.00744870428059158,0.00616767652710417,0.00596051362307485,0.0052537639879,0.0049831838683515,0.00399598921343628,0.00207515221893314,0.0020244184465178,0.00185178269316003,0.00179047938482482,0.00124297742417591
"MM-0013-01",0.133815317013915,0.104920693553144,0.0878164221721624,0.0483795649306152,0.0472658462015215,0.04647100543291,0.0456269418918751,0.0442011935880277,0.0343433703559919,0.0335241322132228,0.0313904320346939,0.0305716219160328,0.0294977094289859,0.0298084549314156,0.0228513510794982,0.0215240483204976,0.0201586514158823,0.0198046754785417,0.0179440546809359,0.0151430649179884,0.0147343018948199,0.0136496888050723,0.0100405895261645,0.010019188320763,0.00963054243067187,0.00952653257242061,0.00811490906413813,0.0079252943842809,0.0074078132376728,0.00736158663400557,0.00632320014792513,0.00585793794249667,0.00516967517678466,0.00505025645064433,0.00404825201374642,0.00203867882654623,0.00192525243791831,0.00191754800397378,0.00172065691428004,0.001261387046364
"MM-0013-06",0.133683323031545,0.105182612750361,0.0874157557717124,0.0480591973280415,0.0472242102866066,0.0465945812594207,0.0458253358925144,0.0443939295357689,0.034245990435603,0.0333588167040784,0.0314296035438151,0.0304444950497197,0.0296864325449754,0.0294905630198337,0.0228713252437186,0.0215059994361126,0.0201135636596289,0.0197238578570112,0.0179857699773361,0.0150551823416507,0.0149535199583591,0.0137620368261817,0.0101882651788716,0.0100811808018044,0.00959591235889261,0.00952203769370073,0.0081983934632443,0.00799744081893794,0.00743965320927812,0.00743660333777937,0.00622851534966438,0.00581373282583472,0.0053162648969279,0.00501771636466161,0.00408479456065584,0.00209187297352983,0.00191769142349025,0.00184517225674225,0.00178078608065758,0.00124705856837676
"MM-0014-01",0.133784109223616,0.105248605990997,0.0877614345788333,0.0482850447379634,0.0471869731942721,0.0466729034289843,0.0456183657212723,0.044169707860173,0.034155536207184,0.033404809099498,0.0314351345843908,0.0304449713788185,0.0297539875141253,0.0296854448787536,0.0226352790796762,0.0215978770308071,0.0201080009633019,0.0197106389285119,0.017913710379578,0.0151034623293381,0.0148390174320594,0.0137840165984328,0.0100692836368352,0.0100660417554325,0.00956308701209685,0.00939728793464367,0.00813804857264593,0.008010225820196,0.00740075211648543,0.00744011781923269,0.00629758618773272,0.00585761656879272,0.00525231099831422,0.00498925547877957,0.00402595357625831,0.00206461532761527,0.00198125266297401,0.00195624386358163,0.0017316277949649,0.0012018117485782
"MM-0014-06",0.133714785969147,0.105574951780713,0.0875219297480739,0.0479832770048353,0.0473054748509823,0.0467852064738825,0.045470874853075,0.0446146119262951,0.0343638716338055,0.03343203899862,0.0315102431833216,0.0305894553516724,0.0296622731600811,0.0295797277862842,0.0227488074518708,0.0213583248172085,0.0202305922456178,0.019635916771011,0.0180954573304361,0.0150406971945036,0.0147134222265626,0.0135595309097547,0.00994904276431668,0.0100740234359105,0.00969966272657833,0.00956479986234687,0.00808247096669934,0.00779007432571474,0.00749942160107797,0.00738374181667254,0.00615660601325609,0.00579619663470649,0.00529918047557761,0.00493760848612947,0.00413773218792908,0.00206189042857326,0.00191888928805196,0.0020148046871821,0.00173810329332789,0.00122248535982226
"MM-0015-01",0.133461455821615,0.105202091340989,0.0874209181846396,0.0481336691574952,0.047101129228639,0.0467310860171414,0.0457349535655454,0.0442971566357104,0.0344510229904266,0.0335724687850646,0.0315557332824027,0.0306198820636474,0.0296159906414878,0.0296899992837873,0.0228077923938215,0.0213544775228591,0.0202389762933607,0.019717334733927,0.0180169264927066,0.0149413899300499,0.0149431804617184,0.013463007615728,0.0100114594026786,0.0101141165516747,0.00972019958459665,0.00963604459617542,0.00814572540406331,0.00773211258863132,0.00738116838159811,0.007497552940053,0.0062901377515697,0.00590696397450283,0.00527789051495691,0.00507436674863323,0.00404421419533507,0.00203046291212071,0.00194988898703655,0.00190572253921264,0.00178516007353117,0.00121039940793086
"MM-0015-06",0.133255051415727,0.105280571962761,0.0878697748351791,0.0482072769796893,0.0473424704057588,0.0465402485180997,0.045768662490853,0.0445406021434599,0.0341721140144181,0.0334972497750453,0.0314376446450267,0.0304765539383712,0.0295609793671857,0.0298458928690221,0.0228097110425646,0.0213111798132438,0.0200489823642481,0.0197894528610392,0.0180296415079146,0.0150645278751317,0.0148583923000704,0.013776071117211,0.0100218652512316,0.0099942929768603,0.00965948678806637,0.00952950320888755,0.00821041059055435,0.00783577778322415,0.00739155780724267,0.00740600042715143,0.00626021924772332,0.00581643692689058,0.00519759254655775,0.00508336455273394,0.00407194350397216,0.00198432844443355,0.00197032347967354,0.00192918389569102,0.00171385756250591,0.0012355004849219
"MM-0016-01",0.133281885878993,0.105069333139856,0.0876754032065982,0.0482653340163679,0.0472979459860359,0.0465152411251309,0.0456138113695943,0.0445518831453889,0.0342660566259118,0.0336438502336755,0.031331646267238,0.0302858411768715,0.02959547790068,0.0296328542563974,0.0228281589066756,0.02148480871001,0.0202403959255375,0.0197237227729738,0.0180066090191345,0.0150355551744633,0.0149278233256309,0.0135954661747645,0.0100527739485335,0.0101627044065258,0.00964236690536233,0.00952657348961047,0.00819641494790396,0.0080066016904373,0.00750605167171247,0.00748846279843371,0.00631440550707622,0.00598241552393956,0.00518871761723534,0.00502968488800651,0.00402711911111697,0.00202785051509748,0.0019721524163814,0.00192524875430469,0.00169439479252092,0.00120996790763496
"MM-0016-06",0.133729650752381,0.105221516738473,0.0879476929228536,0.0479896871562267,0.0472098754670106,0.0465916165032031,0.0454901206481438,0.0442284933526502,0.0342970277141095,0.0334518369160769,0.0313957113199663,0.0305040918794409,0.0295755190295845,0.0297588647912654,0.0227524036297723,0.0214945664275434,0.0202097248108033,0.0198364006242284,0.018160705639564,0.0150897825718246,0.0147908389655698,0.0136623386959995,0.0100996510271627,0.00995373243647093,0.00963157450896973,0.00939943129650563,0.00809232288183532,0.0079085033584964,0.00738120663304222,0.00743332041543212,0.00631240033239118,0.00584432381419826,0.00524454155505632,0.00506261707834976,0.0040606111714894,0.00208123496398938,0.00196137326449261,0.00192773618676822,0.00177992254944414,0.00122988526440164
"MM-0017-01",0.133552417972547,0.105184084943991,0.087532914676947,0.0480507633752612,0.0471966744913719,0.0467328434495594,0.0456399082360932,0.0441161966067827,0.0341358321208861,0.0333521176019615,0.0315442428171498,0.03025084729136,0.0296734576151727,0.0296180111458066,0.0227410495270256,0.0215025673314734,0.0202113043621977,0.0198940865807282,0.0182328250562595,0.0149758781201301,0.0148143369641885,0.0137235343072363,0.0100592690769176,0.0101978852503328,0.00968820424346758,0.00950107240935702,0.00818901701406901,0.00794590557146383,0.00744315537326936,0.00754338552943115,0.00637154572494393,0.00596422743075456,0.00526101692023652,0.00506535486006964,0.00403426378551173,0.0020803088794855,0.00189104448886086,0.0019107706366161,0.00172470508076258,0.0012006293174273
"MM-0017-06",0.134050649462899,0.104789027057814,0.0873243369627609,0.0481411465385988,0.0475037620312974,0.0465193176705768,0.045826084451231,0.0443106340823414,0.0342219631708771,0.0337166652999984,0.0314929114243859,0.0307132456744951,0.0297562824260503,0.0293883901165509,0.0226063175531172,0.0215943920801207,0.020040822749042,0.0196317087711289,0.017996139346969,0.0149913899902265,0.014795033010578,0.0136798317446739,0.0100673952116378,0.0101520547671973,0.0095137837724032,0.00964143797136202,0.00829043103238117,0.00792076574789626,0.00747530578277954,0.00741768409574951,0.00620762866811903,0.00581846065879318,0.00522850323235502,0.00495723805956753,0.00414964795365443,0.00200612119613757,0.00201587255855804,0.00190860757193292,0.00175036955447355,0.00118612026532571
"MM-0018-01",0.133331060181019,0.105385752225709,0.0876847840350313,0.0482562683036119,0.0471672216946902,0.0466664393514352,0.0458391496757142,0.0444432275043164,0.0342770704026269,0.0332903156478639,0.031328171899911,0.0304747065308699,0.0295792222857098,0.029702523577928,0.0226771052576291,0.021500921143313,0.0200306048961634,0.0197240737507048,0.0180529623824289,0.0149842067576685,0.0148464399507208,0.0137284623123401,0.0101148389661014,0.0101327486510046,0.00966571917545188,0.00951589777289624,0.0081826594986597,0.00785546333215887,0.00749830288514691,0.00745421750692364,0.00631660809855286,0.00584131261458324,0.00520482996648478,0.00500506809641059,0.00409718483862513,0.00202792739827041,0.00201931697283617,0.00189877101675692,0.0017520493673576,0.00123576825832103
"MM-0018-06",0.133407814762097,0.105384367581844,0.0877631886581082,0.04799977762191,0.0472123154813991,0.0465756439635391,0.0458925167488019,0.0442574285324798,0.0341476026956489,0.0335276856914169,0.0315319946476945,0.0305773681553052,0.029668435790992,0.02969128285503,0.0228287863868054,0.0214118876320465,0.0201427332247336,0.0197806072597308,0.018021383328802,0.0150173751922009,0.0148974281060012,0.0136583556663384,0.00999977914504763,0.0100999254424144,0.00962242180401941,0.00948038922258295,0.00814383597635786,0.00789327984074073,0.00736551266146211,0.00743519620677811,0.00632863673853591,0.00592005507665571,0.00516534039459926,0.00500503016193237,0.00401651385788669,0.00199797575012623,0.00199683339692433,0.00190658749397409,0.00172457255047107,0.00125658852209197
"MM-0019-01",0.133648490118026,0.105088581844248,0.0873829984585083,0.0482657803780886,0.0474137287339691,0.0466952509113717,0.0460730126123555,0.0443697389751818,0.0342438477225249,0.0332781338824517,0.0317482573179372,0.0303726958515787,0.0292900012112906,0.0298417191697516,0.0226610891991046,0.0214373538777061,0.0202102999520462,0.0197921558151073,0.0179702420755878,0.0151386429895315,0.0148988738316439,0.0135133565525011,0.0101756703165783,0.0101673738059247,0.00947212621315727,0.00947793377061476,0.0080559118445964,0.00781697233777418,0.00731503344323444,0.00751746830318105,0.00622653124548877,0.00585816617247118,0.0053404639076897,0.00504013022203122,0.00408852045006911,0.00200692592709358,0.00190570849712028,0.00193806488866912,0.00172733351806897,0.00131001903219544
