"predictor","pathway_clean","betas","ci_lo","ci_hi","p_val","FDR","scenario","species_name","genus","Direction","Category"
"PFBA","mannan degradation",-0.0596965962830793,-0.159696596283079,0.0403034037169207,0.03107000088715,0.0696610098495148,"Continuous 1m PFAS + 1m Pathway","Streptococcus sp. HSISS3","Streptococcus","Negative","Vitamins & Cofactors"
"PFBA","mannan degradation",-0.0596965962830793,-0.159696596283079,0.0403034037169207,0.03107000088715,0.0696610098495148,"Continuous 1m PFAS + 1m Pathway","Clostridium acetobutylicum","Clostridium","Negative","Vitamins & Cofactors"
"PFBA","mannan degradation",-0.0596965962830793,-0.159696596283079,0.0403034037169207,0.03107000088715,0.0696610098495148,"Continuous 1m PFAS + 1m Pathway","Bacteroides uniformis","Bacteroides","Negative","Vitamins & Cofactors"
"PFBA","mannan degradation",-0.0596965962830793,-0.159696596283079,0.0403034037169207,0.03107000088715,0.0696610098495148,"Continuous 1m PFAS + 1m Pathway","Streptococcus vestibularis","Streptococcus","Negative","Vitamins & Cofactors"
"PFBA","mannan degradation",-0.0596965962830793,-0.159696596283079,0.0403034037169207,0.03107000088715,0.0696610098495148,"Continuous 1m PFAS + 1m Pathway","Bacteroides intestinalis","Bacteroides","Negative","Vitamins & Cofactors"
"PFHpA","UDP-N-acetylglucosamine biosynthesis I",-0.170670025178329,-0.270670025178329,-0.0706700251783288,0.0232586948708631,0.0823199505871162,"Continuous 1m PFAS + 6m Pathway","Streptococcus sp. DAT741","Streptococcus","Negative","Amino Acids"
"PFHpA","UDP-N-acetylglucosamine biosynthesis I",-0.170670025178329,-0.270670025178329,-0.0706700251783288,0.0232586948708631,0.0823199505871162,"Continuous 1m PFAS + 6m Pathway","Enterobacter sp. RHBSTW-00318","Enterobacter","Negative","Amino Acids"
"PFHpA","UDP-N-acetylglucosamine biosynthesis I",-0.170670025178329,-0.270670025178329,-0.0706700251783288,0.0232586948708631,0.0823199505871162,"Continuous 1m PFAS + 6m Pathway","Streptococcus anginosus","Streptococcus","Negative","Amino Acids"
"PFHpA","UDP-N-acetylglucosamine biosynthesis I",-0.170670025178329,-0.270670025178329,-0.0706700251783288,0.0232586948708631,0.0823199505871162,"Continuous 1m PFAS + 6m Pathway","Streptococcus vestibularis","Streptococcus","Negative","Amino Acids"
"PFHpA","UDP-N-acetylglucosamine biosynthesis I",-0.170670025178329,-0.270670025178329,-0.0706700251783288,0.0232586948708631,0.0823199505871162,"Continuous 1m PFAS + 6m Pathway","Bifidobacterium coryneforme","Bifidobacterium","Negative","Amino Acids"
"PFHpA","UDP-N-acetylglucosamine biosynthesis I",-0.170670025178329,-0.270670025178329,-0.0706700251783288,0.0232586948708631,0.0823199505871162,"Continuous 1m PFAS + 6m Pathway","Streptococcus sp. FDAARGOS_520","Streptococcus","Negative","Amino Acids"
"PFHpA","UDP-N-acetylglucosamine biosynthesis I",-0.170670025178329,-0.270670025178329,-0.0706700251783288,0.0232586948708631,0.0823199505871162,"Continuous 1m PFAS + 6m Pathway","Clostridium sp. CF011","Clostridium","Negative","Amino Acids"
"Mixture","L-1,2-propanediol degradation",0.141418933809932,0.0414189338099324,0.241418933809932,0.0255243847442325,0.0342854581237771,"Continuous 1m PFAS + 6m Pathway","Clostridium fermenticellae","Clostridium","Positive","SCFAs"
"Mixture","L-1,2-propanediol degradation",0.141418933809932,0.0414189338099324,0.241418933809932,0.0255243847442325,0.0342854581237771,"Continuous 1m PFAS + 6m Pathway","Bifidobacterium adolescentis","Bifidobacterium","Positive","SCFAs"
"Mixture","L-1,2-propanediol degradation",0.141418933809932,0.0414189338099324,0.241418933809932,0.0255243847442325,0.0342854581237771,"Continuous 1m PFAS + 6m Pathway","Streptococcus salivarius","Streptococcus","Positive","SCFAs"
"Mixture","L-1,2-propanediol degradation",0.141418933809932,0.0414189338099324,0.241418933809932,0.0255243847442325,0.0342854581237771,"Continuous 1m PFAS + 6m Pathway","Clostridium diolis","Clostridium","Positive","SCFAs"
"PFBA","colanic acid building blocks biosynthesis",-0.0979299123968826,-0.197929912396883,0.00207008760311744,0.00527824134589173,0.0116992290643975,"Continuous 1m PFAS + 6m Pathway","Parabacteroides sp. CT06","Parabacteroides","Negative","Vitamins & Cofactors"
"PFBA","colanic acid building blocks biosynthesis",-0.0979299123968826,-0.197929912396883,0.00207008760311744,0.00527824134589173,0.0116992290643975,"Continuous 1m PFAS + 6m Pathway","Ruminococcus gauvreauii","Ruminococcus","Negative","Vitamins & Cofactors"
"PFBA","colanic acid building blocks biosynthesis",-0.0979299123968826,-0.197929912396883,0.00207008760311744,0.00527824134589173,0.0116992290643975,"Continuous 1m PFAS + 6m Pathway","Clostridium felsineum","Clostridium","Negative","Vitamins & Cofactors"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Clostridium intestinale","Clostridium","Negative","Lipids"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Streptococcus sp. Marseille-Q6470","Streptococcus","Negative","Lipids"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Enterobacter cloacae complex sp. ECL404","Enterobacter","Negative","Lipids"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Streptococcus australis","Streptococcus","Negative","Lipids"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Streptococcus acidominimus","Streptococcus","Negative","Lipids"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Klebsiella pasteurii","Klebsiella","Negative","Lipids"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Klebsiella sp. PL-2018","Klebsiella","Negative","Lipids"
"Mixture","L-rhamnose degradation I",-0.111262099166014,-0.211262099166014,-0.0112620991660139,0.0199068522311281,0.0292559706768952,"Binary 1m PFAS + 1m Pathway","Clostridium sp. SY8519","Clostridium","Negative","Lipids"
