"Metabolite","Estimate","CI_lo","CI_hi","P_value","N","FDR","PFAS","Beta_IQR","CI_lo_IQR","CI_hi_IQR"
"METAB_C18_029",-0.80133126032505,-2.13499826488599,0.532335744235893,0.229929922963969,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_030",-0.741224762108481,-2.12082346661727,0.638373942400307,0.281951476842688,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_031",0.23044454014198,-1.04699310690822,1.50788218719219,0.715699209347517,40,0.941333749979671,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_032",-1.05253472534315,-2.42601596979027,0.32094651910396,0.128370813412176,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_033",0.959644927894582,-0.455632157053812,2.37492201284298,0.176797439286887,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_034",-0.543475053519033,-1.88845398845808,0.80150388142002,0.416555564704647,40,0.859828024338096,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_035",0.911855176160693,-0.63947044298163,2.46318079530301,0.239987465685675,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_036",-0.0255916597811771,-1.52266328005373,1.47147996049137,0.972439322676177,40,0.972439322676177,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_037",-0.589835277935101,-1.97816044300779,0.798489887137585,0.39326167645032,40,0.859828024338096,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_038",0.634714407509247,-0.865433735344612,2.13486255036311,0.395194222917202,40,0.859828024338096,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_039",0.258745284452584,-1.11403036648186,1.63152093538703,0.70357116530417,40,0.941333749979671,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_040",-0.783182510432143,-2.27853622982695,0.712171208962666,0.294030847142777,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_041",-0.738763522187609,-2.21627592770509,0.738748883329876,0.316090251141027,40,0.831816450371123,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_042",-1.1722486998085,-2.18701799833746,-0.157479401279537,0.0249313975169979,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_043",0.0593675379192881,-1.31989036190596,1.43862543774454,0.930680629342311,40,0.96945898889824,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_044",-0.909874878182211,-2.15611300693217,0.336363250567749,0.146760828917891,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_045",-0.143136908573854,-1.32567379852166,1.03939998137396,0.806827483828174,40,0.941333749979671,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_046",-0.506300036762744,-1.93467144091296,0.922071367387473,0.475531254763233,40,0.914483182236986,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_047",0.169016417252996,-1.29324486971275,1.63127770421874,0.815367315577922,40,0.941333749979671,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_048",0.582919374290655,-0.902278802111516,2.06811755069283,0.429914012169048,40,0.859828024338096,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_049",-0.0645453843567498,-1.51522336558699,1.38613259687349,0.928351688629335,40,0.96945898889824,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_050",-0.81052459137981,-1.95711821426934,0.336069031509718,0.159606829712659,40,0.81675235317438,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_001",0.0242460136485363,-0.588938907919693,0.637430935216765,0.9363073377245,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_002",0.0972467533780787,-0.545918889900361,0.740412396656519,0.760089850774873,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_003",-0.747618959291102,-1.41187572054922,-0.0833621980329837,0.0285945196762427,40,0.61684029000626,"PFBA_Detect",NA,NA,NA
"METAB_C18_004",-0.0696413807078434,-0.769344286898252,0.630061525482565,0.84062506867514,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_005",0.218195239761564,-0.431396819950592,0.86778729947372,0.498775983329242,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_006",-0.33072267095347,-0.984485972427006,0.323040630520066,0.310532021888293,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_007",-0.530934748487961,-1.11648602344939,0.0546165264734693,0.0740208348007512,40,0.61684029000626,"PFBA_Detect",NA,NA,NA
"METAB_C18_008",-0.0529383276361676,-0.699292656943053,0.593416001670718,0.86855289395397,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_009",0.220564217435107,-0.423383771967928,0.864512206838142,0.490411212148978,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_010",-0.214137726686147,-0.827657150825309,0.399381697453015,0.482262832231715,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_011",-0.12211256909889,-0.851892008210527,0.607666870012747,0.735454684301194,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_012",0.206766547118709,-0.428684837220088,0.842217931457505,0.512212340917733,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_013",-0.0325474633925345,-0.677216933134451,0.612122006349382,0.918732710358758,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_014",0.0405065911884554,-0.544966844515905,0.625980026892816,0.888810742887986,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_015",0.408639666128787,-0.392512583821723,1.2097919160793,0.306606612884957,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_016",0.654290908795849,-0.1503403150044,1.4589221325961,0.107426885742913,40,0.67003484717171,"PFBA_Detect",NA,NA,NA
"METAB_C18_017",-0.0773989909732471,-1.22279242688397,1.06799444493748,0.891384200934675,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_018",-0.831960064762142,-2.40719763774491,0.743277508220628,0.29005933322164,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_019",-1.4569591161397,-3.04822103942424,0.134302807144828,0.0713722150495674,40,0.61684029000626,"PFBA_Detect",NA,NA,NA
"METAB_C18_020",0.473505037129958,-0.527696310035031,1.47470638429495,0.34260028261644,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_021",-0.0686424249356532,-1.23475565776251,1.09747080789121,0.905309923418571,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_022",1.18163096797221,-0.302477598458253,2.66573953440267,0.114662747093279,40,0.67003484717171,"PFBA_Detect",NA,NA,NA
"METAB_C18_023",-0.905634149395634,-2.15711194873431,0.345843649943043,0.150243885280747,40,0.751219426403735,"PFBA_Detect",NA,NA,NA
"METAB_C18_024",-0.426268572034091,-2.06333529690925,1.21079815284106,0.599504532185879,40,0.908340200281634,"PFBA_Detect",NA,NA,NA
"METAB_C18_025",0.412164905812894,-0.97569366474733,1.80002347637312,0.549493826265988,40,0.908340200281634,"PFBA_Detect",NA,NA,NA
"METAB_C18_026",0.83468228956679,-0.452492260493058,2.12185683962664,0.195912720080202,40,0.816303000334174,"PFBA_Detect",NA,NA,NA
"METAB_C18_027",0.364074172923097,-0.949291305864828,1.67743965171102,0.576247408692946,40,0.908340200281634,"PFBA_Detect",NA,NA,NA
"METAB_C18_028",0.177474130096655,-0.967584302404829,1.32253256259814,0.754274821131788,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_029",-0.195683179727481,-1.51807186771089,1.12670550825592,0.765044799152687,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_030",0.0686011533721214,-1.29489552461585,1.43209783136009,0.919012405369781,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_031",-0.20854877523538,-1.44863750320796,1.0315399527372,0.734172406457265,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_032",-0.547183385633552,-1.91584832918163,0.821481557914529,0.421462037510749,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_033",-1.2922298083559,-2.62733601477195,0.042876398060155,0.0573629017950047,40,0.61684029000626,"PFBA_Detect",NA,NA,NA
"METAB_C18_034",0.51066084870039,-0.795500090911078,1.81682178831186,0.431688101307128,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_035",-0.244929905362572,-1.78130801647216,1.29144820574701,0.747499911461047,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_036",-0.644907206415588,-2.07915837570221,0.789343962871036,0.366569479143378,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_037",-0.295813036336044,-1.65468350571516,1.06305743304307,0.660445035419292,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_038",0.464422812537992,-0.998737917942505,1.92758354301849,0.522537474593177,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_039",-1.33076198207771,-2.57716048404383,-0.0843634801115887,0.0371467407376021,40,0.61684029000626,"PFBA_Detect",NA,NA,NA
"METAB_C18_040",0.730291859236973,-0.722923860600843,2.18350757907479,0.313686301433505,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_041",0.577442608241067,-0.864618782996568,2.0195039994787,0.420732376282956,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_042",-0.0456683826065449,-1.11217331800419,1.0208365527911,0.931038019708118,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_043",-0.775861028781855,-2.08511020604581,0.533388148482099,0.236246050162086,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_044",0.462578531614114,-0.776844964740456,1.70200202796868,0.45268484085509,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_045",0.759110300952533,-0.356631286247468,1.87485188815253,0.175373793031804,40,0.797153604690017,"PFBA_Detect",NA,NA,NA
"METAB_C18_046",0.583163433331066,-0.798443757935798,1.96477062459793,0.396311184624647,40,0.900926680333064,"PFBA_Detect",NA,NA,NA
"METAB_C18_047",1.07027443584814,-0.296788728696479,2.43733760039276,0.120606272490908,40,0.67003484717171,"PFBA_Detect",NA,NA,NA
"METAB_C18_048",-0.0934287996062531,-1.54874169922858,1.36188410001608,0.89677755034145,40,0.9363073377245,"PFBA_Detect",NA,NA,NA
"METAB_C18_049",1.45683458690425,0.150143894006973,2.76352527980153,0.0300146866571666,40,0.61684029000626,"PFBA_Detect",NA,NA,NA
"METAB_C18_050",-0.305476934235591,-1.44844323990697,0.837489371435784,0.589936866958985,40,0.908340200281634,"PFBA_Detect",NA,NA,NA
"METAB_C18_001",-0.485157932312336,-1.09777787894858,0.127462014323913,0.116536621901859,40,0.807843677307638,"PFDA_Detect",NA,NA,NA
"METAB_C18_002",-0.206332675023458,-0.871305670205788,0.458640320158871,0.531854285515552,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_003",0.179676717892996,-0.562051293840405,0.921404729626397,0.625079654100743,40,0.892970934429633,"PFDA_Detect",NA,NA,NA
"METAB_C18_004",0.268682064135033,-0.452173346793996,0.989537475064061,0.45327799279577,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_005",-0.245325042772906,-0.919275159271054,0.428625073725243,0.463818450869512,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_006",0.508805867634143,-0.156742529674003,1.17435426494229,0.129254988369222,40,0.807843677307638,"PFDA_Detect",NA,NA,NA
"METAB_C18_007",0.0245684528578023,-0.615241662234066,0.66437856794967,0.938142158959351,40,0.977231415582658,"PFDA_Detect",NA,NA,NA
"METAB_C18_008",0.0063407692900691,-0.665380873888168,0.678062412468307,0.984778778043147,40,0.984778778043147,"PFDA_Detect",NA,NA,NA
"METAB_C18_009",-0.0617771352180718,-0.735412375699831,0.611858105263687,0.852995758647514,40,0.963652058806749,"PFDA_Detect",NA,NA,NA
"METAB_C18_010",0.216858444016492,-0.420715875511714,0.854432763544699,0.493418427823216,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_011",0.244838578761659,-0.509497476893398,0.999174634416715,0.513256458443909,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_012",0.620564258363815,-0.00536865344030191,1.24649717016793,0.051880557007554,40,0.744525363000856,"PFDA_Detect",NA,NA,NA
"METAB_C18_013",-0.593628876539024,-1.22839867682258,0.0411409237445356,0.0658122095436593,40,0.744525363000856,"PFDA_Detect",NA,NA,NA
"METAB_C18_014",-0.0371875224704817,-0.645419296682728,0.571044251741765,0.901667672520215,40,0.963652058806749,"PFDA_Detect",NA,NA,NA
"METAB_C18_015",-0.321830054713389,-1.16001532264697,0.516355213220192,0.43990373734704,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_016",-0.0509716974806947,-0.921723718320314,0.819780323358924,0.905832935278344,40,0.963652058806749,"PFDA_Detect",NA,NA,NA
"METAB_C18_017",-0.187917759771377,-1.37618083778516,1.00034531824241,0.749448814565073,40,0.935210216361452,"PFDA_Detect",NA,NA,NA
"METAB_C18_018",1.571655522012,0.00505351873795745,3.13825752528604,0.0493083702602967,40,0.744525363000856,"PFDA_Detect",NA,NA,NA
"METAB_C18_019",0.544935921109302,-1.18449345603339,2.274365298252,0.525555484298675,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_020",0.295830694177303,-0.75380021734107,1.34546160569567,0.569917567968348,40,0.872988747202971,"PFDA_Detect",NA,NA,NA
"METAB_C18_021",0.193129032231884,-1.01650540663938,1.40276347110315,0.74713538952836,40,0.935210216361452,"PFDA_Detect",NA,NA,NA
"METAB_C18_022",-0.815410813085898,-2.39210605015436,0.76128442398256,0.3000337574704,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_023",0.634543076498436,-0.689331517786266,1.95841767078314,0.336230554281524,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_024",0.917972186624897,-0.757783854595656,2.59372822784545,0.272806998690592,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_025",-0.264679839666915,-1.71147302820397,1.18211334887014,0.711872126761694,40,0.935210216361452,"PFDA_Detect",NA,NA,NA
"METAB_C18_026",0.830307783287934,-0.509832461928775,2.17044802850464,0.216063294116726,40,0.831012669679716,"PFDA_Detect",NA,NA,NA
"METAB_C18_027",-1.10942111275756,-2.42103972361107,0.202197498095956,0.0945549554082387,40,0.787957961735323,"PFDA_Detect",NA,NA,NA
"METAB_C18_028",0.107404349293178,-1.08330672570366,1.29811542429001,0.855380543961744,40,0.963652058806749,"PFDA_Detect",NA,NA,NA
"METAB_C18_029",-0.201649679067607,-1.57537958628473,1.17208022814952,0.76687237741639,40,0.935210216361452,"PFDA_Detect",NA,NA,NA
"METAB_C18_030",-0.562824383248087,-1.96488727026685,0.839238503770677,0.419588051664793,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_031",0.437965065523472,-0.842928548723585,1.71885867977053,0.491162206596064,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_032",-0.0357027557721348,-1.47207277408728,1.40066726254301,0.959934681096207,40,0.979525184792048,"PFDA_Detect",NA,NA,NA
"METAB_C18_033",-0.27394802144514,-1.73935875216126,1.19146270927098,0.705875337275515,40,0.935210216361452,"PFDA_Detect",NA,NA,NA
"METAB_C18_034",-0.62107491791342,-1.97292227268488,0.73077243685804,0.356374040330396,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_035",-0.772920572137287,-2.34712594985385,0.801284805579277,0.324757536362471,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_036",-1.06876739534714,-2.52818300261866,0.390648211924372,0.145571723873442,40,0.808731799296899,"PFDA_Detect",NA,NA,NA
"METAB_C18_037",-0.669633838258065,-2.06487813607476,0.72561045955863,0.335602364231113,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_038",-0.95419111935832,-2.44493668623855,0.53655444752191,0.201605957595281,40,0.831012669679716,"PFDA_Detect",NA,NA,NA
"METAB_C18_039",0.0831304318332523,-1.30369670018851,1.46995756385501,0.90358365059914,40,0.963652058806749,"PFDA_Detect",NA,NA,NA
"METAB_C18_040",-0.981821032805305,-2.47464772815506,0.511005662544452,0.189787748312332,40,0.831012669679716,"PFDA_Detect",NA,NA,NA
"METAB_C18_041",-0.316454314672424,-1.82566537679151,1.19275674744666,0.672160734776833,40,0.933556576078935,"PFDA_Detect",NA,NA,NA
"METAB_C18_042",0.48081919058883,-0.613588760519452,1.57522714169711,0.377517437537254,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_043",1.24872591001767,-0.0672447768799094,2.56469659691524,0.0621457732082292,40,0.744525363000856,"PFDA_Detect",NA,NA,NA
"METAB_C18_044",-0.358405923926571,-1.65106882225127,0.934256974398125,0.576172573153961,40,0.872988747202971,"PFDA_Detect",NA,NA,NA
"METAB_C18_045",-0.773849592472057,-1.93416845580214,0.386469270858027,0.183808995335533,40,0.831012669679716,"PFDA_Detect",NA,NA,NA
"METAB_C18_046",-0.603540619204202,-2.03887861142383,0.831797373015429,0.398088054371657,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_047",0.812749602692483,-0.633392690207091,2.25889189559206,0.260790218306521,40,0.85782949276702,"PFDA_Detect",NA,NA,NA
"METAB_C18_048",-1.30157844362488,-2.73930074068192,0.136143853432156,0.0744525363000857,40,0.744525363000856,"PFDA_Detect",NA,NA,NA
"METAB_C18_049",-0.365731186660095,-1.82248203394406,1.09101966062387,0.612587755040083,40,0.892970934429633,"PFDA_Detect",NA,NA,NA
"METAB_C18_050",0.141214674418874,-1.05050129421556,1.33293064305331,0.810808093945959,40,0.963652058806749,"PFDA_Detect",NA,NA,NA
"METAB_C18_001",-0.523569881625192,-1.1076124124887,0.0604726492383152,0.0771902213810016,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_002",0.192184024302622,-0.448702414953725,0.833070463558969,0.545633493733336,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_003",-0.327994161178134,-1.03548757192713,0.379499249570862,0.352080555291134,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_004",-0.0727536849215195,-0.77295245581342,0.62744508597038,0.833725289481699,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_005",-0.0335818670931673,-0.6882978714941,0.621134137307765,0.917441408673964,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_006",-0.436086469782734,-1.08231231310687,0.210139373541405,0.178816716024113,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_007",0.0727958927876286,-0.543089509981869,0.688681295557127,0.811277263451645,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_008",-0.0898233505056705,-0.736145465485752,0.556498764474411,0.778934873223342,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_009",-0.571032238843197,-1.18694067320849,0.0448761955220954,0.0680501464465724,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_010",0.0490801521967477,-0.569487159743534,0.66764746413703,0.872621063146523,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_011",-0.279501586380059,-1.00420970347154,0.445206530711427,0.437883995269753,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_012",-0.0364203770051875,-0.676574538059615,0.60373378404924,0.908465892259815,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_013",-0.432633607349971,-1.05881644079169,0.193549226091753,0.168969266483253,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_014",-0.187310126825367,-0.769520290956962,0.394900037306228,0.516940829878248,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_015",0.218261516584401,-0.593118082894392,1.02964111606319,0.587537976559664,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_016",-0.27488747611169,-1.10808519217889,0.558310239955506,0.5063928587425,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_017",-0.115372983130665,-1.26123060502982,1.03048463876849,0.838798716585457,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_018",0.363542408783036,-1.23580873802484,1.96289355559091,0.646492444714105,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_019",-0.188698783919817,-1.86411925322381,1.48672168538418,0.820006315967229,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_020",-0.107085901704269,-1.12274791562737,0.908576112218829,0.831314742779857,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_021",0.0485186421105316,-1.11861959587675,1.21565688009781,0.933046091313994,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_022",0.164025192628801,-1.37992479596708,1.70797518122468,0.830050801625919,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_023",0.069279927819457,-1.22473779766099,1.36329765329991,0.913840178252067,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_024",0.702013639837653,-0.923960938039808,2.32798821771511,0.38571679665102,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_025",0.0500864900943036,-1.34663814748569,1.44681112767429,0.9422254977849,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_026",0.408015355601445,-0.90661191106668,1.72264262226957,0.531751122255114,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_027",-0.0265984554494791,-1.34746733797283,1.29427042707387,0.967536477355912,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_028",-0.257132852606811,-1.40111125576823,0.886845550554606,0.650159065821809,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_029",-1.02182053449399,-2.29500005236862,0.251358983380639,0.111894061775553,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_030",0.393200976668974,-0.964200438299182,1.75060239163713,0.559306193190732,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_031",-1.08715901039604,-2.2672350957035,0.092917074911411,0.069725037841528,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_032",-0.343205477859748,-1.72151026874813,1.03509931302863,0.615486966912486,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_033",0.785134819597546,-0.601284831997056,2.17155447119215,0.257239010144659,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_034",0.0717622826492729,-1.24803625706853,1.39156082236708,0.912501957685106,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_035",0.80604153928073,-0.706448837335225,2.31853191589669,0.285797554273164,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
"METAB_C18_036",-0.866543582888323,-2.28671196836322,0.553624802586571,0.222944206653892,40,0.991829028291936,"PFDoA_Detect",NA,NA,NA
