"predictor","betas","ci_lo","ci_hi","p_val","n","name","FDR","Beta_IQR","SE_IQR","CI_lo_IQR","CI_hi_IQR","Category"
"PFOS",0.0906191854288861,-0.343177275728284,0.524415646586057,0.673312235932809,40,"PWY-7237 myo-, chiro- and scillo-inositol degradation",0.942905230996332,0.0813311700050835,0.198640042465966,NA,NA,"Carbohydrates"
"PFBS",-0.0801740912605968,-0.503040233040324,0.34269205051913,0.701907329924043,40,"BIFIDOSHUNT-PWY bifidobacterium shunt",0.877384162405054,-0.0796114135422138,0.214233868924689,NA,NA,"Carbohydrates"
"PFHxS",0.422702806435793,-0.155098877402413,1.000504490274,0.145973641850917,40,"BIFIDOSHUNT-PWY bifidobacterium shunt",0.707934088486942,0.419892546473819,0.292836876639746,NA,NA,"Carbohydrates"
"PFNA",0.19418813060639,-0.174763158462302,0.563139419675083,0.291699574507381,40,"BIFIDOSHUNT-PWY bifidobacterium shunt",0.691690952534401,0.300664485061612,0.291455604802515,NA,NA,"Carbohydrates"
"PFOA",-0.057581175532719,-0.535105698619349,0.419943347553911,0.807545834104171,40,"BIFIDOSHUNT-PWY bifidobacterium shunt",0.884959765421004,-0.049460869681977,0.209276676493026,NA,NA,"Carbohydrates"
"PFOS",0.0453468806409301,-0.5227630048949,0.61345676617676,0.87186422451112,40,"BIFIDOSHUNT-PWY bifidobacterium shunt",0.942905230996332,0.040699051102175,0.260143597038902,NA,NA,"Carbohydrates"
"PFBS",-0.00446822911922517,-0.408159732625389,0.399223274386938,0.982152705511859,40,"PWY-7456 mannan degradation",0.982152705511859,-0.00443687019857528,0.204519549104028,NA,NA,"Carbohydrates"
"PFHxS",-0.358338713384846,-0.912617224923789,0.195939798154097,0.197235863565004,40,"PWY-7456 mannan degradation",0.707934088486942,-0.355956365967894,0.280915048619072,NA,NA,"Carbohydrates"
"PFNA",0.206034516017605,-0.143847793312309,0.55591682534752,0.239145703926208,40,"PWY-7456 mannan degradation",0.691690952534401,0.319006426756925,0.276391933289775,NA,NA,"Carbohydrates"
"PFOA",-0.0285873239926901,-0.483715818880379,0.426541170894998,0.898994816965385,40,"PWY-7456 mannan degradation",0.898994816965385,-0.0245558360606143,0.199461544240084,NA,NA,"Carbohydrates"
"PFOS",-0.281974043687827,-0.813684021465846,0.249735934090192,0.288119903562114,40,"PWY-7456 mannan degradation",0.942905230996332,-0.25307310781548,0.243475689690185,NA,NA,"Carbohydrates"
"PFBS",0.114276426473844,-0.239256092621927,0.467808945569615,0.514976873194444,40,"UDPNAGSYN-PWY UDP-N-acetylglucosamine biosynthesis I",0.816851195820644,0.113474411784282,0.179107835490955,NA,NA,"Cell Wall"
"PFHxS",0.00706454684713646,-0.494677701381387,0.50880679507566,0.977297862581781,40,"UDPNAGSYN-PWY UDP-N-acetylglucosamine biosynthesis I",0.977297862581781,0.00701757953854108,0.254289035423765,NA,NA,"Cell Wall"
"PFNA",-0.0613140111653303,-0.375873917108456,0.253245894777796,0.693974501593513,40,"UDPNAGSYN-PWY UDP-N-acetylglucosamine biosynthesis I",0.743544108850192,-0.0949334314951136,0.248488758135784,NA,NA,"Cell Wall"
"PFOA",0.26281662217628,-0.127235787765596,0.652869032118156,0.179457374516814,40,"UDPNAGSYN-PWY UDP-N-acetylglucosamine biosynthesis I",0.870569554415075,0.22575327056899,0.170941738202464,NA,NA,"Cell Wall"
"PFOS",-0.152061766384679,-0.626165320228682,0.322041787459324,0.518219283516733,40,"UDPNAGSYN-PWY UDP-N-acetylglucosamine biosynthesis I",0.942905230996332,-0.136476192260754,0.217097091612089,NA,NA,"Cell Wall"
"PFBS",-0.115997098727684,-0.502912199405797,0.270918001950429,0.545729820617417,40,"PWY-7013 L-1,2-propanediol degradation",0.816851195820644,-0.115183008018018,0.196020231401821,NA,NA,"SCFAs"
"PFHxS",0.129042994423133,-0.417599161415265,0.675685150261532,0.633895743808192,40,"PWY-7013 L-1,2-propanediol degradation",0.79236967976024,0.128185076389282,0.277044851257578,NA,NA,"SCFAs"
"PFNA",-0.144464305356253,-0.485304418700546,0.196375807988039,0.394370307791005,40,"PWY-7013 L-1,2-propanediol degradation",0.691690952534401,-0.223676317620887,0.269248988468022,NA,NA,"SCFAs"
"PFOA",-0.156933498417399,-0.592137765570745,0.278270768735946,0.467984946874221,40,"PWY-7013 L-1,2-propanediol degradation",0.870569554415075,-0.134802168280659,0.190729686585986,NA,NA,"SCFAs"
"PFOS",0.306737137290298,-0.203271887776804,0.816746162357401,0.229485527081077,40,"PWY-7013 L-1,2-propanediol degradation",0.942905230996332,0.275298107589009,0.233538591179631,NA,NA,"SCFAs"
"PFBS",-0.219202288621851,-0.706816103256009,0.268411526012307,0.366681611828705,40,"COLANSYN-PWY colanic acid building blocks biosynthesis",0.816851195820644,-0.217663883362911,0.247036553010709,NA,NA,"Cell Wall"
"PFHxS",0.273622157864953,-0.41572199624959,0.962966311979495,0.424760453092165,40,"COLANSYN-PWY colanic acid building blocks biosynthesis",0.707934088486942,0.27180303250489,0.349367948670249,NA,NA,"Cell Wall"
"PFNA",-0.089391373056903,-0.525840555099008,0.347057808985202,0.679321772626326,40,"COLANSYN-PWY colanic acid building blocks biosynthesis",0.743544108850192,-0.138406045030538,0.344776028940668,NA,NA,"Cell Wall"
"PFOA",-0.0605793034732663,-0.617189674340058,0.496031067393525,0.82596244772627,40,"COLANSYN-PWY colanic acid building blocks biosynthesis",0.884959765421004,-0.0520361907653933,0.243936306691878,NA,NA,"Cell Wall"
"PFOS",0.211932012511088,-0.446013203080581,0.869877228102757,0.516436990319164,40,"COLANSYN-PWY colanic acid building blocks biosynthesis",0.942905230996332,0.190210036180311,0.301280156174571,NA,NA,"Cell Wall"
"PFBS",-0.132738211957551,-0.641840820774825,0.376364396859723,0.599024210268473,40,"RHAMCAT-PWY L-rhamnose degradation I",0.816851195820644,-0.131806628785579,0.257923278292142,NA,NA,"Carbohydrates"
"PFHxS",-0.140770746908249,-0.859837781276054,0.578296287459557,0.692713052518566,40,"RHAMCAT-PWY L-rhamnose degradation I",0.799284291367576,-0.13983485912177,0.364431863611245,NA,NA,"Carbohydrates"
"PFNA",0.216422607470957,-0.229857513344943,0.662702728286857,0.330658047568071,40,"RHAMCAT-PWY L-rhamnose degradation I",0.691690952534401,0.335090469369837,0.352542046545121,NA,NA,"Carbohydrates"
"PFOA",0.0854861944493508,-0.490329199091996,0.661301587990698,0.764299994855772,40,"RHAMCAT-PWY L-rhamnose degradation I",0.884959765421004,0.0734306217986973,0.25235297038765,NA,NA,"Carbohydrates"
"PFOS",-0.0511883920441377,-0.736602360075658,0.634225575987382,0.880044882263243,40,"RHAMCAT-PWY L-rhamnose degradation I",0.942905230996332,-0.0459418366643312,0.313858391913479,NA,NA,"Carbohydrates"
"Mixture",-0.128533618793487,-1.05034851914996,0.793281281562984,0.786711186413012,40,"PWY-6737 starch degradation V",0.996918907519206,-0.813742619822112,NA,-1.9361436296537,0.308658390009474,"Carbohydrates"
"Mixture",-0.301674864330717,-1.02410016269978,0.420750434038343,0.420263179420867,40,"PWY-7111 pyruvate fermentation to isobutanol",0.996918907519206,-0.281366783161653,NA,-1.2222140032764,0.65948043695309,"SCFAs"
"Mixture",-0.0615565491643434,-0.888886843653091,0.765773745324404,0.885139795457108,40,"COA-PWY coenzyme A biosynthesis I",0.996918907519206,0.0559686432085748,NA,-1.23074018662964,1.34267747304679,"Vitamins & Cofactors"
"Mixture",-0.898184996103568,-2.00773594056531,0.211365948358172,0.1242475732524,40,"PWY-5484 glycolysis II",0.996918907519206,-0.836589769607344,NA,-2.33453557099481,0.661356031780116,"Carbohydrates"
"Mixture",0.270159506085483,-0.479542178816509,1.01986119098747,0.486061562312052,40,"PWY-6588 pyruvate fermentation to acetone",0.996918907519206,0.554746948563865,NA,-0.526150102788854,1.63564399991658,"SCFAs"
"Mixture",0.0916582094234916,-0.692112437978396,0.875428856825379,0.820434369088716,40,"ANAGLYCOLYSIS-PWY glycolysis III",0.996918907519206,0.136441850672996,NA,-0.877802133300897,1.15068583464689,"Carbohydrates"
"Mixture",-0.34063913915765,-1.3361221784638,0.654843900148497,0.508127729457629,40,"PWY-6572 chondroitin sulfate degradation I",0.996918907519206,-0.259318033338145,NA,-1.39695866501994,0.878322598343648,"Cell Wall"
"Mixture",0.278376084441289,-0.405616030904335,0.962368199786912,0.432015843716103,40,"P461-PWY hexitol fermentation to lactate, formate, ethanol and acetate",0.996918907519206,0.194284648602585,NA,-0.796517349866205,1.18508664707137,"SCFAs"
"Mixture",0.329788274174019,-0.419538327129001,1.07911487547704,0.395951945258095,40,"PWY-7237 myo-, chiro- and scillo-inositol degradation",0.996918907519206,0.494239819009683,NA,-0.461405263235213,1.44988490125458,"Carbohydrates"
"Mixture",0.215505916999646,-0.712458507883073,1.14347034188236,0.652624323722158,40,"BIFIDOSHUNT-PWY bifidobacterium shunt",0.996918907519206,0.731494164863875,NA,-0.577301153872119,2.04028948359987,"Carbohydrates"
"Mixture",0.0254343354314972,-0.874942953781238,0.925811624644233,0.956254473786223,40,"PWY-7456 mannan degradation",0.996918907519206,-0.161075060679264,NA,-1.47541291149661,1.15326279013808,"Carbohydrates"
"Mixture",0.203257097355598,-0.632017023575554,1.03853121828675,0.637241789844129,40,"UDPNAGSYN-PWY UDP-N-acetylglucosamine biosynthesis I",0.996918907519206,0.149194972300552,NA,-0.971060846365931,1.26945079096703,"Cell Wall"
"Mixture",-0.0016578597871921,-0.835357757618148,0.832042038043763,0.996918907519206,40,"PWY-7013 L-1,2-propanediol degradation",0.996918907519206,-0.221965484263856,NA,-1.30283283639214,0.858901867864426,"SCFAs"
"Mixture",-0.112512393976321,-1.16122071885841,0.93619593090577,0.835029548143779,40,"COLANSYN-PWY colanic acid building blocks biosynthesis",0.996918907519206,-0.0199207550446169,NA,-1.50065317324301,1.46081166315377,"Cell Wall"
"Mixture",0.43057999740225,-0.590854301117471,1.45201429592197,0.415925417640507,40,"RHAMCAT-PWY L-rhamnose degradation I",0.996918907519206,0.277607458694852,NA,-1.02214831429178,1.57736323168148,"Carbohydrates"
