"","X80865","X2000","X2698753","X1190","X2029","X1649510","X76890","X102115","X186831","X41707","X2044","X2847307","X872","X44","X816","X881616","X2304691","X1298","X1676142","X773","X543311","X2019","X896","X2894574","X1395974","X441","X2892397","X261963","X60919","X2755140","X748770","X1658781","X1649479","X252306","X42255","X74385","X1747770","X1802983","X1763827","X204286","X349742","X2792240","X44249","X1434026","X190972","X2055880","X81466","X1854","X1511648","X2781120","X1849828","X146918","X1278221","X2767353","X141450","X447237","X246875","X2733","X157","X1742989"
"MM-0006-01",0.0929549964620697,0.0588700967743652,0.043411735288328,0.0409516766597681,0.0380181205875624,0.0359639929134989,0.0350010374382192,0.0342535499007783,0.0330799146640562,0.0321861217367248,0.0296260434234397,0.0295254917191149,0.0273979453403063,0.0270707532865511,0.0271941818336588,0.0257837978751137,0.0248437192426169,0.0215563701366758,0.0214802913339327,0.019977335965057,0.0190798189005283,0.0178694743114336,0.016987917834893,0.015986656948442,0.0159621840468603,0.0141102238206456,0.0134606278895314,0.0132648446768779,0.0122369828104467,0.0119406478934684,0.0116512292312849,0.0108665003218719,0.00999079606092688,0.00991312119938498,0.00980299314226736,0.00983278623984508,0.00987162367061603,0.00917574203433654,0.00897517064528657,0.00772332852742295,0.00643052090038997,0.00582135845884562,0.00519783148811202,0.00469720104488649,0.00404494501577438,0.00366455100205892,0.00344535892702287,0.00340492543745312,0.00297292552257625,0.0024143049429941,0.00226214733750791,0.00168277799354128,0.00165351691556317,0.00126514260785367,0.000904965338923086,0.000612354559141959,0.000596925990753499,0.000478817639641844,0.000311231465767199,0.000273458074195453
"MM-0006-06",0.0929819537102305,0.0590798518308865,0.0430805117910877,0.0411247760729551,0.0381489189462904,0.0356298025686134,0.0351321496526825,0.0342226923022752,0.0331804380821181,0.0320751388833929,0.0297786920044883,0.0294259084010117,0.0272267117550045,0.0273903604227769,0.0268678919301757,0.0259249000167002,0.025019466813861,0.0217035692176856,0.0214607789810724,0.0200912274253705,0.0190892146808952,0.0176921647834774,0.0167317348972065,0.0160456177368328,0.0158511172710377,0.0142843824844953,0.013374925134088,0.0134393114951787,0.0123045018809536,0.0120858565297495,0.0116297864720231,0.0108752588029905,0.0100315291961966,0.00986653914590151,0.00980282347607208,0.00988867195752646,0.00959222642000431,0.0091898116631869,0.0090026888012668,0.00773172886098515,0.00631522891698787,0.00573239821086399,0.00525620741529672,0.00468947329944554,0.00408585116421943,0.00369215539379973,0.00345405999601609,0.00341314782907299,0.00296646744900567,0.00234876079729094,0.00220590355862076,0.0017652593999057,0.00164788842916729,0.00117236832486138,0.000949698826089085,0.000641851537123767,0.000587525544953417,0.000448692453851411,0.000289738624908534,0.000269617887067664
"MM-0007-01",0.093760785217289,0.0596228685980165,0.04313698040165,0.0410876068313749,0.0381831933867843,0.0354367605898074,0.0350386493578208,0.0343372152824159,0.0331657280185727,0.032079793351591,0.0296240449462234,0.0295482142353688,0.0270919797357008,0.0273418322060807,0.0270603836061781,0.0260818757795737,0.0247631019427245,0.0217289013199405,0.0215315470339984,0.0200824999246554,0.0191093391353549,0.0177750102808945,0.0167114359517289,0.0159856971613065,0.0157095955987078,0.0141069426904542,0.0133408580731028,0.01323975045863,0.0122053417874854,0.0119759052777203,0.0116691797741995,0.0107227541714182,0.009991668343692,0.00990368527532867,0.00987014476860453,0.00980986907536114,0.00965237452204778,0.00907489449323211,0.00900392472538102,0.00763313879839433,0.00649859470137769,0.00569556691719967,0.00523474952046797,0.0046708801320621,0.0040044448462824,0.0035795984277766,0.00345175562678457,0.00338516070763664,0.00296711960933573,0.00238866739191936,0.00219957670908326,0.00165758156419313,0.00160897213415814,0.00125412329490272,0.000936703716774239,0.000635811344857657,0.000573591274412871,0.000458873019530297,0.000307697692121481,0.000279990317001537
"MM-0007-06",0.0931329468875653,0.0591658255823716,0.043161969580835,0.0408570664067006,0.0384065967585185,0.0354252020867347,0.0351950741754807,0.0341024196047236,0.0332743215303687,0.0319442909251686,0.0297251572087719,0.029299933981678,0.0272221386674688,0.0273550209259357,0.0273139482278641,0.0260135141256861,0.0248302580150652,0.021714773064283,0.0213378706584497,0.0198278449940535,0.0193271204837397,0.0178358191375821,0.0168500743838642,0.0160733171820988,0.0159676153855911,0.0141960532761215,0.0134815091317292,0.0134633888237564,0.0122583883435683,0.0120832253664983,0.0116145134002698,0.0108431922908962,0.00978919437714763,0.0098973122147184,0.00988100393754292,0.00982301895203011,0.00966054019054108,0.0091350512593312,0.0088137177979477,0.00780743669519407,0.00635177195471614,0.00575682184294404,0.00533039059531856,0.00461765848172356,0.00409881366343702,0.00363432976906876,0.00346822694598517,0.0033878935806393,0.00289683323457765,0.00239792075506115,0.00226383047606277,0.00166223625136733,0.00159700314266541,0.00120198042885937,0.000949504137772326,0.000651727076753396,0.000579245844862379,0.000414955052576074,0.000312877317662891,0.000302609143144997
"MM-0008-01",0.0930639714326927,0.059079182224493,0.0434081246813651,0.0409377749344562,0.0381403942649567,0.0355714947955836,0.0348921073234005,0.0341405968699727,0.0329734157994475,0.0318723015819708,0.0296034557368601,0.0294625131170231,0.0273120370502912,0.0272024761856523,0.0272646891389397,0.0259807899613619,0.0248400356320561,0.0215543108071057,0.0215355918654086,0.0200810199841219,0.019110938358525,0.0178204324956423,0.0169081593664629,0.0160168074074156,0.0158742131162523,0.0142005195056878,0.0134225823110405,0.0133152236748366,0.0123060524945192,0.0120109538842355,0.0117654054137382,0.0108289077717743,0.0101660370128533,0.00986708450280839,0.00996783645370751,0.00978505149360638,0.00971458018368787,0.00906932725224655,0.00894545190278042,0.00758117138732684,0.00646794491345793,0.00583645590973506,0.0052941571576278,0.00465661202570881,0.00409174043214329,0.00364633973117397,0.00350539711133696,0.00343822914407089,0.00294713220307629,0.0024775069893225,0.00226223915980581,0.00172104152191603,0.00167644639610822,0.00121287731055055,0.000948059341247408,0.000581938863936417,0.000599556691416044,0.000445400700969311,0.000308862538002204,0.000273626883042951
"MM-0008-06",0.0936215839869374,0.0591576219259134,0.0433255573959571,0.040891189321982,0.0379259679555396,0.0354036405262199,0.0352227663588915,0.034166015230596,0.0328379528513078,0.0320841040100794,0.0294676229046161,0.0293232952300013,0.0275622498268687,0.0270140524361644,0.0272469588982038,0.0259696899494667,0.0246657854212943,0.0218281670633097,0.021505442949686,0.0198744782833307,0.0192215968711247,0.0178811458502387,0.0168281113144225,0.0159720561800119,0.0157961374693226,0.0142921563793452,0.0134937084283645,0.013330797791353,0.0123390870314461,0.0119376950436762,0.0116985942608379,0.0108666969775431,0.00998772285617654,0.00984835063820087,0.00991524930282919,0.00991586873490909,0.00976039128285623,0.00902140881154522,0.00896627935643485,0.00766485255658202,0.00646129602535212,0.00578549562619008,0.00538410363842015,0.00463273252551131,0.00409754320848473,0.00362553596360713,0.003391390637408,0.0032842288875867,0.0029268165774891,0.0024387040985343,0.00227703232568252,0.00168485525730589,0.00171149083674124,0.00124567791266255,0.00097932211830905,0.000593415932536413,0.000578549562619008,0.000438557912563445,0.000324582409863341,0.00028803591714972
"MM-0009-01",0.0932481084524936,0.0591829117956412,0.0434775068894929,0.0409972894416401,0.0381985154132376,0.0355652400107065,0.0352285879084216,0.0341684919267584,0.0332942520329188,0.0319423657632729,0.0295548878643137,0.0295816541568806,0.0272639194146099,0.0272842768765622,0.0270309395722671,0.0258845128723248,0.0248474132828669,0.0216407360353466,0.0215528973569229,0.020038905371731,0.0191130178429384,0.0177185316992072,0.0169449481450205,0.0161295186968208,0.0158045532856567,0.0141069671528581,0.0134543974002767,0.0133375304890692,0.0122401124938268,0.0120640581469432,0.0117274060446582,0.0106884215050196,0.0100166252605944,0.00975537116554009,0.0098861867080853,0.00970598547080401,0.00954124082500499,0.00913823847635707,0.00895125141842501,0.00762575445130985,0.00633757949777387,0.00577284842361616,0.00528087642643605,0.00467656139848224,0.00409637373284224,0.00360289377551751,0.00350826927644302,0.00343324825924851,0.00295748683362299,0.00238785488899528,0.00228455961908927,0.00169230827229236,0.00163990665726705,0.00122861052782375,0.000909299967201867,0.000600922117628431,0.000607707938279191,0.000454649983600933,0.000317048620404963,0.000265777975488108
"MM-0009-06",0.0938181117975779,0.0590602688691871,0.0434700075930144,0.0409271671501068,0.0379398076072172,0.0354775405188378,0.0350070740673976,0.0342204596231898,0.0331327193370588,0.0320040095486253,0.029729519345799,0.0293826442263046,0.0271074711984399,0.0271470750506656,0.0270576249706385,0.0260566034643811,0.0250282689565887,0.0217650480981957,0.0214803100571934,0.020160409258015,0.019176458377717,0.0178565575785385,0.0167681344673692,0.016166565608561,0.0157643816609583,0.0141187733184751,0.0134523360810213,0.0132700217957752,0.012150871557879,0.0119562664219422,0.0117930712377706,0.0108084375324342,0.0100006555120368,0.00983472902771177,0.00993783560850636,0.00973503657210906,0.00980331907594653,0.00902831265739117,0.00887535984879522,0.00772821378432561,0.00636324653261446,0.00580606130130065,0.00524751041991009,0.00462409115987392,0.00401159710045176,0.00364696852995963,0.00338203241507022,0.00337656981476322,0.00293205071478125,0.00243495408684442,0.00226015087702048,0.00171935344662766,0.0016237579412552,0.00117923884127322,0.000962783304108422,0.00062888186034316,0.00055718523131381,0.000452713000442471,0.000301125841923272,0.00027927544069528
"MM-0010-01",0.093870993977769,0.0593701989477698,0.0433270830270982,0.0408849120393135,0.0380428010425302,0.0355245220679585,0.0351051819838964,0.0339173004646318,0.0329450582412638,0.031973562174629,0.0297985152973323,0.0296574916747562,0.0271310049761193,0.0274787140137935,0.0270489277354665,0.0260654931611005,0.0247634496616552,0.0217362917950367,0.0215870604483954,0.0198283690282279,0.0192874053966532,0.0175272216630192,0.0168407574684693,0.0159431309184219,0.0158297150949746,0.0140076003524844,0.0134472366458464,0.0132129434316196,0.0121451931464012,0.0120981852722092,0.0115236445876402,0.0109177653202766,0.00997760783643648,0.00972316839041308,0.00983583805712725,0.00982912264652839,0.00975674544340737,0.00904341960646202,0.00905088117379408,0.00792567682011877,0.00621921637127565,0.00576928386115217,0.0052969666490325,0.0046597487988742,0.00406506188250867,0.00367034497064246,0.00348977504120651,0.00341814399481869,0.00294731909616543,0.00251007125050645,0.00221832396782274,0.00171839895657442,0.00162363705145721,0.00121623547512649,0.00092971128957522,0.00061557930489531,0.000601402326964388,0.000439486315858591,0.000311893514480291,0.000281301088418827
"MM-0010-06",0.0932000133641293,0.0590546631226164,0.0434175364761311,0.0411034608165373,0.0380598351501794,0.0355518700743736,0.0349439117354034,0.0341256326737624,0.0330658134071793,0.0319884674137069,0.0295166512121101,0.0295117218201725,0.0270963197707504,0.0274528791209032,0.0271204190202231,0.0259406512164918,0.0249547728289726,0.0219341509916567,0.0214329961446678,0.0200259286015918,0.0191249452974422,0.0179139580114395,0.0169751827024351,0.0160265486095555,0.0158151324664541,0.0141248987420739,0.0134583354100679,0.0132009116088823,0.0121794320573694,0.0121109682804583,0.0118075368211885,0.0107592194691264,0.0100422667973138,0.00992834307253381,0.00981113308646208,0.00984290027894881,0.00967968263479285,0.00907610597754498,0.008937535293077,0.00783718547056249,0.00634905681562376,0.00568194577340243,0.00524815928289397,0.004710855561696,0.00408591820605187,0.00357326144454188,0.00341333006167765,0.00339635104500371,0.00298940235504438,0.00238965966930353,0.00219193628158439,0.00171652381471402,0.00165956195232402,0.00122522775160027,0.000941513860080853,0.000626580486289992,0.000598099555094992,0.000456242609335282,0.000302883749054515,0.000276593658720669
"MM-0011-01",0.0932436736179085,0.0593117452071925,0.043524078049626,0.0411516632698053,0.0379988760435633,0.0354875143847852,0.0350992197651247,0.0341510104946165,0.0332801850057058,0.0319945824474323,0.0294223455471309,0.0296056591275374,0.0273642808845551,0.0271751205295389,0.0270729739378302,0.0261423049911507,0.0248914391526166,0.0218576509860757,0.0215687515347783,0.0198724990421607,0.0191571289722815,0.0177435852284335,0.0168479969294115,0.0159548161258171,0.0157474275911357,0.0140277880000798,0.0134475816020575,0.0134042466843629,0.0121564761970927,0.012029910723191,0.0116240757797018,0.010744996020754,0.00998285175399799,0.00989308656734487,0.00985147128924132,0.00974382185084121,0.00966815770883475,0.00904736781646355,0.00903842569059006,0.0077146471333952,0.00635510007270636,0.00579243399851286,0.00532847523684596,0.00467122898514438,0.0040418408948179,0.00360023744783473,0.0034272417049745,0.00332612689702041,0.00297119328542647,0.00245805283145537,0.00220801723491584,0.00171448067228278,0.0016628914845511,0.00122851052385037,0.000920351109133143,0.000594651370587147,0.000593963514750724,0.00043644452821,0.000311942621817549,0.000296465865498045
"MM-0011-06",0.0934564800502971,0.0592709746262796,0.0435375348394187,0.0411999807107368,0.0382105074997888,0.0354969577713794,0.0348330735446668,0.0341601248145856,0.0328896440224495,0.0321278631593565,0.0296572421212243,0.0293533999683105,0.027237382301956,0.0270564548147197,0.0272337565006086,0.0261503670579994,0.0246097640654805,0.0217838144953011,0.0215524883693357,0.0200194995596464,0.0190793292702603,0.0177671517626289,0.0169527967799983,0.0160492470842212,0.0157396036491515,0.0141297478508969,0.0134491849379861,0.0133197438298832,0.0121159777825397,0.0121083635997101,0.0115721075804266,0.0108429589294604,0.00999778463537673,0.00981141844611932,0.00980743006463716,0.0099191047461377,0.0096921295817892,0.00898944928065914,0.00898872412038966,0.00776284068482685,0.00637923489065127,0.0058273879255739,0.00533319120192051,0.00471499207218535,0.00405763428789805,0.00356706336559209,0.00348475767500565,0.00333755014030038,0.0029184075045386,0.00240716951455234,0.00225633617849965,0.00173820916595329,0.00162472158377903,0.00118636220087592,0.000933643846960726,0.000638503617280714,0.000597894642189607,0.000430382619938789,0.000326684701402569,0.00028933894752414
"MM-0012-01",0.0934659257356354,0.059392224731052,0.0436220891190402,0.0407866983951001,0.038110175182416,0.0356764601163676,0.0350663412699486,0.0340866582838703,0.0329109260285826,0.0321779947089232,0.0294733034977894,0.0294918943767661,0.0271781749841132,0.0272925370578188,0.0270040967536945,0.0260835665643605,0.0249320587877395,0.0218392125579697,0.0215530256937215,0.0199435062623094,0.0191548023057197,0.0176804892668659,0.0169317838680746,0.0159521008819964,0.0157453477733761,0.0141899108989873,0.0132705074295913,0.0132767043892502,0.0122401220463037,0.0120170314985826,0.0117021132759157,0.0109528445171554,0.00996302105163532,0.00979964666062745,0.00977542218196076,0.00972077626496847,0.00974612746357314,0.00904023742242533,0.00894446622769658,0.00774112933392824,0.0063614607698652,0.00580655120040742,0.00534177922598847,0.00466574726319727,0.00404661465727433,0.00358860300248329,0.00345790348967699,0.00336945597454514,0.00293735887832777,0.00246864338412587,0.00221569475804816,0.00168951654700901,0.00163768742986168,0.00123432169206293,0.000979119626109256,0.000620822685829919,0.000597161567132227,0.000446181095442192,0.000314918222666901,0.000278299824682378
"MM-0012-06",0.0929902028630916,0.0590159803114705,0.0432886710093745,0.0408965603115002,0.0380788106715322,0.0355656557989833,0.0352565962874164,0.0343239608432017,0.0332613517360165,0.0320132077053547,0.0296568149606631,0.0293819851542296,0.0273926935950269,0.0271828506200785,0.0270513887090589,0.0260517821026266,0.0249460138020124,0.0217477687441121,0.0216931996489719,0.0201761788040736,0.0191740917842259,0.0177399167474041,0.0169317980566457,0.0158885361741012,0.0158508338901861,0.0141839960749938,0.0134478093732839,0.0134443367945022,0.0121619630587069,0.0119605534893712,0.0114748885426232,0.0107848375304409,0.0100575803170266,0.00995290687089399,0.00975993070717083,0.0096840300566576,0.00961160198492603,0.0090788091832842,0.0089661984142221,0.00775178800601054,0.0063741663950614,0.00581557729389873,0.00533388100861547,0.00470435208377051,0.00404753861135543,0.00366109020122602,0.00345571197042553,0.0033594719299055,0.00296012537001567,0.00245312886789467,0.00221500918001005,0.00167725555153729,0.00162863944859418,0.00124119887309858,0.000938588436411874,0.00059728355044392,0.000591330558246804,0.000440025339903452,0.000323445909376608,0.000291696617658658
